id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup
1293,Gonzalo Higuaín,35,2989,36,27.29548005759716,2,2.7042973916977644,182,51,1,1,F,Napoli,33,25.011578992009163,30.054069217294455,5.310751342214644
1294,Paulo Dybala,34,2480,19,15.127294305711985,9,8.3187539242208,107,73,1,0,F S,Juventus,13,10.559543509036303,19.785405879840255,7.206233561038971
1125,Carlos Bacca,38,3179,18,14.87026203237474,2,3.6577095044776797,77,41,2,0,F S,AC Milan,16,13.347664723172784,18.540677405893803,3.2777329375967383
1513,Mauro Icardi,33,2608,16,13.370860171504319,4,5.164420016109943,57,32,1,0,F S,Inter,15,11.84834321308881,16.034403467550874,2.2934680059552193
1104,Leonardo Pavoletti,25,1916,14,10.402393702417612,3,2.0154604222625494,67,23,3,1,F S,Genoa,14,10.402393702417612,14.476567655801773,3.77920163795352
1250,Mohamed Salah,34,2753,14,9.377115068025887,6,7.068873908370733,72,63,1,1,F M S,Roma,14,9.377115068025887,23.043308533728123,10.797391986474395
1315,Massimo Maccarone,37,2779,13,9.982053903862834,5,3.9287323094904423,81,38,4,0,F S,Empoli,12,9.220755873247981,13.472646474838257,3.214087818749249
1426,Josip Ilicic,30,1933,13,9.362498736009002,5,5.208348751068115,74,47,2,0,M S,Fiorentina,6,4.033402083441615,9.846166910603642,4.3491826159879565
1514,Éder,33,2398,13,9.86356109008193,2,1.9397444818168879,74,20,3,0,F M S,"Inter,Sampdoria",10,7.57966398820281,10.318682573735714,2.056775888428092
1186,Andrea Belotti,35,2606,12,13.856189144775271,4,4.179405767470598,70,29,4,0,F S,Torino,8,10.810991326346993,14.747687855735421,2.876480116508901
1393,Lorenzo Insigne,37,2639,12,9.908441016450524,10,9.11415219027549,134,65,2,0,F M S,Napoli,10,8.385843636468053,23.26547679118812,8.54503489844501
1425,Nikola Kalinic,36,2559,12,17.177179595455527,3,1.423872895538807,72,18,5,0,F M S,Fiorentina,12,16.41587962768972,18.099952660501003,1.9986781105399132
1147,Cyril Théréau,36,2912,11,12.460311063565314,3,4.878207646310329,77,49,2,1,F M S,Udinese,11,12.460311063565314,15.727512494660914,5.0580006605014205
1290,Miralem Pjanic,33,2656,10,7.16717941313982,12,9.318703716620803,68,80,10,1,M S,Roma,9,6.405884392559528,18.252282734960318,9.655853239819407
1295,Mario Mandzukic,27,2063,10,8.593958703801036,4,3.54774272441864,37,28,5,0,F S,Juventus,10,8.593958703801036,11.734704583883286,3.5581404101103544
1517,Antonio Candreva,30,2219,10,11.79562112223357,3,3.8530357643030584,90,38,4,0,F M S,Lazio,4,5.705229698680341,9.829542934894562,2.9806024227291346
1552,Alberto Gilardino,33,2362,10,8.964193480089307,2,1.8191697970032692,49,20,4,0,F S,Palermo,10,8.964193480089307,11.42705050855875,2.553969707340002
1867,Federico Dionisi,32,2455,9,6.684953992720693,4,3.2036831099539995,83,29,12,0,F S,Frosinone,8,5.923654978629202,9.287635625340044,2.292624640278518
1868,Daniel Ciofani,37,2919,9,8.207670653238893,1,2.151538717094809,76,40,1,0,F S,Frosinone,7,6.685073608532548,9.041167430579662,1.9722033981233835
716,Alberto Paloschi,21,1676,8,9.575293665751815,2,0.7499114470556378,41,13,1,0,F S,Chievo,7,7.29143744520843,8.144822810776532,0.7545695155858994
