id,minute,result,X,Y,xG,player,h_a,player_id,situation,season,shotType,match_id,h_team,a_team,h_goals,a_goals,date,player_assisted,lastAction
41654,20,BlockedShot,0.8730000305175781,0.42700000762939455,0.07653480023145676,Marco D&#039;Alessandro,a,1502,OpenPlay,2014,RightFoot,5115,Cagliari,Atalanta,1,2,2014-09-14 14:00:00,Richmond Boakye,Cross
41935,29,BlockedShot,0.915,0.7090000152587891,0.05640359967947006,Marco D&#039;Alessandro,h,1502,OpenPlay,2014,RightFoot,5126,Atalanta,Fiorentina,0,1,2014-09-21 17:00:00,Luca Cigarini,Pass
41940,40,MissedShots,0.8390000152587891,0.6909999847412109,0.03425979986786842,Marco D&#039;Alessandro,h,1502,OpenPlay,2014,RightFoot,5126,Atalanta,Fiorentina,0,1,2014-09-21 17:00:00,,None
41945,50,MissedShots,0.9419999694824219,0.675,0.010008499957621098,Marco D&#039;Alessandro,h,1502,OpenPlay,2014,Head,5126,Atalanta,Fiorentina,0,1,2014-09-21 17:00:00,Davide Zappacosta,Cross
41947,53,MissedShots,0.8519999694824218,0.72,0.04178040102124214,Marco D&#039;Alessandro,h,1502,OpenPlay,2014,RightFoot,5126,Atalanta,Fiorentina,0,1,2014-09-21 17:00:00,,TakeOn
44828,37,MissedShots,0.9730000305175781,0.425,0.30623799562454224,Marco D&#039;Alessandro,h,1502,OpenPlay,2014,Head,5006,Atalanta,Cesena,3,2,2014-12-07 14:00:00,Maximiliano Moralez,Aerial
48857,81,MissedShots,0.7659999847412109,0.75,0.011922700330615044,Marco D&#039;Alessandro,a,1502,OpenPlay,2014,RightFoot,4917,Napoli,Atalanta,1,1,2015-03-22 19:45:00,Daniele Baselli,Chipped
49919,81,BlockedShot,0.81,0.45799999237060546,0.05498339980840683,Marco D&#039;Alessandro,a,1502,OpenPlay,2014,LeftFoot,4875,Cesena,Atalanta,2,2,2015-04-29 19:45:00,Gianpaolo Bellini,TakeOn
49729,19,BlockedShot,0.885,0.3609999847412109,0.06458380073308945,Marco D&#039;Alessandro,h,1502,OpenPlay,2014,LeftFoot,4784,Atalanta,Lazio,1,1,2015-05-03 14:00:00,,None
49733,34,BlockedShot,0.7880000305175782,0.5220000076293946,0.04251740127801895,Marco D&#039;Alessandro,h,1502,OpenPlay,2014,LeftFoot,4784,Atalanta,Lazio,1,1,2015-05-03 14:00:00,Luca Cigarini,LayOff
50319,53,SavedShot,0.8830000305175781,0.3370000076293945,0.2934040129184723,Marco D&#039;Alessandro,a,1502,OpenPlay,2014,RightFoot,4793,Palermo,Atalanta,2,3,2015-05-10 14:00:00,Alejandro Gomez,BallRecovery
102033,41,BlockedShot,0.8690000152587891,0.34200000762939453,0.06018970161676407,Marco D&#039;Alessandro,a,1502,OpenPlay,2015,RightFoot,721,Udinese,Atalanta,2,1,2016-01-06 15:30:00,Luca Cigarini,TakeOn
102050,74,Goal,0.92,0.47400001525878904,0.38267800211906433,Marco D&#039;Alessandro,a,1502,OpenPlay,2015,RightFoot,721,Udinese,Atalanta,2,1,2016-01-06 15:30:00,,None
102057,93,BlockedShot,0.8159999847412109,0.4520000076293945,0.016902299597859383,Marco D&#039;Alessandro,a,1502,OpenPlay,2015,RightFoot,721,Udinese,Atalanta,2,1,2016-01-06 15:30:00,,Aerial
97006,50,MissedShots,0.825999984741211,0.7169999694824218,0.027737300843000412,Marco D&#039;Alessandro,a,1502,OpenPlay,2015,RightFoot,817,Carpi,Atalanta,1,1,2016-02-28 18:00:00,Luca Cigarini,Pass
97010,62,SavedShot,0.850999984741211,0.6880000305175781,0.05420060083270073,Marco D&#039;Alessandro,a,1502,OpenPlay,2015,LeftFoot,817,Carpi,Atalanta,1,1,2016-02-28 18:00:00,Luca Cigarini,Chipped
97618,94,MissedShots,0.8269999694824218,0.555,0.035979799926280975,Marco D&#039;Alessandro,h,1502,OpenPlay,2015,LeftFoot,826,Atalanta,Juventus,0,2,2016-03-06 18:00:00,,Rebound
97976,16,ShotOnPost,0.8980000305175782,0.40099998474121096,0.3500089943408966,Marco D&#039;Alessandro,a,1502,OpenPlay,2015,RightFoot,839,Lazio,Atalanta,2,0,2016-03-13 23:45:00,Mauricio Pinilla,Pass
97986,72,MissedShots,0.8959999847412109,0.5670000076293945,0.07693640142679214,Marco D&#039;Alessandro,a,1502,OpenPlay,2015,LeftFoot,839,Lazio,Atalanta,2,0,2016-03-13 23:45:00,,None
99046,94,SavedShot,0.9209999847412109,0.66,0.12548300623893738,Marco D&#039;Alessandro,h,1502,OpenPlay,2015,LeftFoot,858,Atalanta,AC Milan,2,1,2016-04-03 17:00:00,,TakeOn
100174,32,Goal,0.9109999847412109,0.43099998474121093,0.34699100255966187,Marco D&#039;Alessandro,h,1502,OpenPlay,2015,RightFoot,874,Atalanta,Roma,3,3,2016-04-17 14:30:00,Marco Borriello,Pass
102338,67,MissedShots,0.884000015258789,0.36700000762939455,0.06405229866504669,Marco D&#039;Alessandro,h,1502,OpenPlay,2015,RightFoot,917,Atalanta,Udinese,1,1,2016-05-08 17:00:00,,None
102641,51,Goal,0.874000015258789,0.6229999923706054,0.3133220076560974,Marco D&#039;Alessandro,a,1502,OpenPlay,2015,LeftFoot,926,Genoa,Atalanta,1,2,2016-05-15 20:00:00,Alejandro Gomez,TakeOn
102647,69,BlockedShot,0.8159999847412109,0.62,0.040431998670101166,Marco D&#039;Alessandro,a,1502,OpenPlay,2015,RightFoot,926,Genoa,Atalanta,1,2,2016-05-15 20:00:00,,None
145346,64,BlockedShot,0.8019999694824219,0.30100000381469727,0.0254381000995636,Marco D&#039;Alessandro,h,1502,OpenPlay,2016,RightFoot,957,Atalanta,Torino,2,1,2016-09-11 17:00:00,Andrea Masiello,Pass
145347,69,MissedShots,0.904000015258789,0.3729999923706055,0.11924699693918228,Marco D&#039;Alessandro,h,1502,OpenPlay,2016,RightFoot,957,Atalanta,Torino,2,1,2016-09-11 17:00:00,Alejandro Gomez,Pass
146354,5,SavedShot,0.8780000305175781,0.415,0.10115800052881241,Marco D&#039;Alessandro,h,1502,OpenPlay,2016,LeftFoot,979,Atalanta,Palermo,0,1,2016-09-21 22:45:00,Mauricio Pinilla,Pass
146360,31,MissedShots,0.9,0.46599998474121096,0.07581129670143127,Marco D&#039;Alessandro,h,1502,OpenPlay,2016,Head,979,Atalanta,Palermo,0,1,2016-09-21 22:45:00,Mauricio Pinilla,Cross
146365,46,MissedShots,0.9369999694824219,0.4540000152587891,0.53159099817276,Marco D&#039;Alessandro,h,1502,OpenPlay,2016,RightFoot,979,Atalanta,Palermo,0,1,2016-09-21 22:45:00,Mauricio Pinilla,Throughball
146369,63,BlockedShot,0.8480000305175781,0.25799999237060545,0.028075100854039192,Marco D&#039;Alessandro,h,1502,OpenPlay,2016,RightFoot,979,Atalanta,Palermo,0,1,2016-09-21 22:45:00,Mauricio Pinilla,Pass
149261,71,MissedShots,0.7440000152587891,0.425,0.02740349993109703,Marco D&#039;Alessandro,a,1502,OpenPlay,2016,LeftFoot,3287,Pescara,Atalanta,0,1,2016-10-26 22:45:00,Abdoulay Konko,Pass
