h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
a,2.17538,2.08125,2.17538,1.32348,"{'att': 114, 'def': 16}","{'att': 392, 'def': 28}",9,3,3,2,1.418,w,2024-08-25 13:30:00,1,0,0,3,0.8519000000000001
h,1.62797,0.970892,0.87019,0.213115,"{'att': 187, 'def': 20}","{'att': 468, 'def': 26}",12,4,2,0,1.9385000000000001,w,2024-09-01 15:30:00,1,0,0,3,0.6570750000000001
a,4.13442,0.299776,3.37664,0.299776,"{'att': 204, 'def': 19}","{'att': 468, 'def': 27}",11,3,6,1,2.9657999999999998,w,2024-09-14 16:30:00,1,0,0,3,3.076864
a,3.34451,0.0,3.34451,0.0,"{'att': 234, 'def': 32}","{'att': 490, 'def': 14}",25,7,5,0,2.9704,w,2024-09-21 13:30:00,1,0,0,3,3.34451
h,1.19457,0.0870163,1.19457,0.0870163,"{'att': 176, 'def': 25}","{'att': 397, 'def': 17}",7,0,1,1,2.3864,d,2024-09-28 16:30:00,0,1,0,1,1.1075537
a,2.83119,1.49515,2.83119,1.49515,"{'att': 210, 'def': 28}","{'att': 394, 'def': 16}",24,2,3,3,2.2485,d,2024-10-06 15:30:00,0,1,0,1,1.33604
h,3.61889,0.286656,3.61889,0.286656,"{'att': 213, 'def': 20}","{'att': 422, 'def': 17}",16,2,4,0,2.9616000000000002,w,2024-10-19 16:30:00,1,0,0,3,3.3322339999999997
a,3.1499,0.205046,3.1499,0.205046,"{'att': 154, 'def': 12}","{'att': 454, 'def': 29}",16,1,5,0,2.8958999999999997,w,2024-10-27 14:30:00,1,0,0,3,2.9448540000000003
h,2.76181,0.4664,2.00403,0.4664,"{'att': 146, 'def': 21}","{'att': 469, 'def': 14}",14,7,3,0,2.8012,w,2024-11-02 14:30:00,1,0,0,3,1.5376300000000003
a,1.67296,0.0751538,1.67296,0.0751538,"{'att': 157, 'def': 25}","{'att': 465, 'def': 14}",9,3,1,0,2.6903,w,2024-11-09 14:30:00,1,0,0,3,1.5978062
h,4.02659,0.149096,2.51104,0.149096,"{'att': 120, 'def': 19}","{'att': 393, 'def': 7}",22,0,3,0,2.9886,w,2024-11-22 19:30:00,1,0,0,3,2.361944
a,1.83117,0.55981,1.83117,0.55981,"{'att': 172, 'def': 28}","{'att': 340, 'def': 28}",8,4,1,1,2.3749999999999996,d,2024-11-30 17:30:00,0,1,0,1,1.27136
h,3.08538,1.16879,3.08538,1.16879,"{'att': 119, 'def': 25}","{'att': 504, 'def': 9}",21,3,4,2,2.5825,w,2024-12-07 14:30:00,1,0,0,3,1.9165899999999998
a,0.992002,1.64219,0.992002,1.64219,"{'att': 125, 'def': 17}","{'att': 319, 'def': 32}",10,5,1,2,0.7951999999999999,l,2024-12-14 14:30:00,0,0,1,0,-0.650188
h,4.35715,0.552564,4.35715,0.552564,"{'att': 196, 'def': 20}","{'att': 378, 'def': 21}",16,4,5,1,2.9509,w,2024-12-20 19:30:00,1,0,0,3,3.8045859999999996
