element_in,element_in_cost,element_out,element_out_cost,entry,event,time
686,43,84,54,2982329,37,2026-05-15T16:25:32.539515Z
666,90,249,75,2982329,37,2026-05-15T16:25:32.532137Z
16,99,235,104,2982329,36,2026-05-08T08:41:50.616974Z
5,72,72,52,2982329,36,2026-05-08T08:41:50.610288Z
335,44,21,72,2982329,34,2026-04-24T15:56:09.275770Z
105,38,679,42,2982329,34,2026-04-24T15:56:09.275510Z
447,37,541,38,2982329,34,2026-04-24T15:56:09.275297Z
30,73,252,40,2982329,34,2026-04-24T15:56:09.274990Z
252,40,691,57,2982329,34,2026-04-24T13:19:26.653677Z
596,72,430,144,2982329,34,2026-04-24T13:19:26.653463Z
624,77,249,76,2982329,34,2026-04-24T13:19:26.653125Z
717,65,783,55,2982329,34,2026-04-24T13:19:26.652853Z
384,73,235,105,2982329,34,2026-04-24T13:19:26.652550Z
21,72,84,54,2982329,34,2026-04-24T13:19:26.652208Z
381,140,82,82,2982329,34,2026-04-24T13:19:26.651842Z
606,45,411,50,2982329,34,2026-04-24T13:19:26.651431Z
541,38,343,43,2982329,34,2026-04-24T13:19:26.651107Z
373,62,151,45,2982329,34,2026-04-24T13:19:26.650681Z
568,51,77,42,2982329,34,2026-04-24T13:19:26.650096Z
5,71,72,52,2982329,34,2026-04-24T13:19:26.649734Z
679,42,341,39,2982329,34,2026-04-24T13:19:26.649295Z
1,60,139,45,2982329,34,2026-04-24T13:19:26.648681Z
72,52,5,67,2982329,33,2026-04-18T09:50:34.882643Z
249,78,136,71,2982329,32,2026-04-10T15:17:59.753832Z
783,55,517,54,2982329,32,2026-04-10T15:17:59.753617Z
84,54,485,73,2982329,32,2026-04-10T15:17:59.753369Z
82,82,329,60,2982329,32,2026-04-10T15:17:59.753102Z
235,106,83,59,2982329,32,2026-04-10T15:17:59.752908Z
343,43,684,50,2982329,32,2026-04-10T15:17:59.752704Z
77,42,373,61,2982329,32,2026-04-10T15:17:59.752436Z
151,45,317,46,2982329,32,2026-04-10T15:17:59.752167Z
411,50,8,63,2982329,32,2026-04-10T15:17:59.751910Z
341,39,470,40,2982329,32,2026-04-10T15:17:59.751610Z
139,45,101,46,2982329,32,2026-04-10T15:17:59.751293Z
485,73,82,79,2982329,31,2026-03-20T14:17:02.255534Z
329,60,21,73,2982329,31,2026-03-20T14:17:02.254932Z
317,46,295,45,2982329,31,2026-03-20T14:17:02.245394Z
691,57,252,41,2982329,29,2026-03-03T17:53:03.948176Z
83,59,237,67,2982329,28,2026-02-27T14:08:16.126736Z
373,60,694,43,2982329,28,2026-02-27T14:08:16.117158Z
21,75,16,98,2982329,25,2026-02-06T15:46:07.448741Z
517,53,417,65,2982329,24,2026-01-30T14:02:30.610463Z
237,67,84,54,2982329,24,2026-01-30T14:02:30.603934Z
82,77,414,84,2982329,23,2026-01-24T10:58:05.951099Z
84,55,160,58,2982329,22,2026-01-17T10:20:20.530396Z
449,91,450,80,2982329,22,2026-01-17T10:20:20.525338Z
101,45,1,58,2982329,20,2026-01-02T15:39:31.395177Z
5,64,373,59,2982329,20,2026-01-02T15:39:31.388606Z
373,59,261,45,2982329,18,2025-12-26T11:46:28.180499Z
450,80,449,91,2982329,18,2025-12-24T17:38:46.141029Z
417,65,237,66,2982329,17,2025-12-19T15:49:57.013211Z
8,65,373,59,2982329,16,2025-12-13T13:03:14.937619Z
136,70,249,73,2982329,16,2025-12-11T11:36:05.529007Z
414,83,82,75,2982329,15,2025-12-05T18:08:01.748153Z
684,49,72,49,2982329,14,2025-12-02T12:50:11.192663Z
32,50,1,57,2982329,13,2025-11-29T11:47:15.816409Z
191,39,694,41,2982329,13,2025-11-29T11:47:15.816143Z
256,59,295,45,2982329,13,2025-11-29T11:47:15.815893Z
113,45,373,60,2982329,13,2025-11-29T11:47:15.815656Z
411,51,72,49,2982329,13,2025-11-29T11:47:15.815417Z
575,48,261,45,2982329,13,2025-11-29T11:47:15.815157Z
53,51,160,61,2982329,13,2025-11-29T11:47:15.814902Z
47,69,82,76,2982329,13,2025-11-29T11:47:15.814656Z
120,70,16,99,2982329,13,2025-11-29T11:47:15.814409Z
381,142,449,89,2982329,13,2025-11-29T11:47:15.814125Z
136,66,249,75,2982329,13,2025-11-29T11:47:15.813801Z
414,80,237,67,2982329,13,2025-11-29T11:26:02.004392Z
373,60,5,63,2982329,12,2025-11-22T06:11:40.722173Z
252,42,691,55,2982329,11,2025-11-07T13:54:56.180955Z
160,60,427,55,2982329,11,2025-11-07T13:54:56.175857Z
295,45,317,45,2982329,9,2025-10-24T12:24:33.790139Z
237,67,582,68,2982329,9,2025-10-24T12:21:16.231288Z
694,40,291,55,2982329,8,2025-10-17T17:55:31.630060Z
582,68,299,65,2982329,8,2025-10-17T17:55:31.629548Z
691,55,252,43,2982329,8,2025-10-17T17:55:31.622968Z
430,143,64,88,2982329,6,2025-09-26T14:08:12.414262Z
16,98,382,82,2982329,6,2025-09-26T14:08:12.413905Z
299,65,381,145,2982329,6,2025-09-26T14:08:12.413673Z
261,45,575,46,2982329,6,2025-09-26T14:08:12.413425Z
317,45,508,50,2982329,6,2025-09-26T14:08:12.413148Z
291,55,373,60,2982329,6,2025-09-26T14:08:12.412768Z
72,48,191,40,2982329,6,2025-09-26T14:08:12.412365Z
5,61,38,45,2982329,6,2025-09-26T14:08:12.411880Z
1,56,220,50,2982329,6,2025-09-26T14:08:12.411364Z
82,74,299,65,2982329,4,2025-09-13T09:28:07.258592Z
449,90,235,105,2982329,3,2025-08-29T21:30:13.479292Z
