event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,59,59,3111857,3171163,3111856,35,0,1000,0,0,9
2,51,110,5148179,5179260,3426960,50,0,1001,0,0,13
3,57,167,2430574,2443933,2141378,25,40,1004,1,0,12
4,76,243,2009724,2022438,1317404,20,31,1004,1,0,7
5,47,290,3833414,3870415,1252838,35,31,1007,0,0,14
6,70,360,1079358,1100338,722275,10,0,1004,0,0,13
7,80,440,1123364,1140345,440493,10,0,1009,0,0,18
8,101,541,19839,20168,59585,1,7,1017,1,0,0
9,52,593,4082334,4093578,56044,35,13,1016,2,0,8
10,85,678,804388,812978,32506,10,12,1021,1,0,16
11,45,723,3150023,3160921,25177,30,9,1025,2,0,8
12,43,766,4329770,4349326,29107,35,13,1025,1,0,9
13,66,832,175573,180061,7017,5,13,1025,0,0,1
14,58,890,7050935,7064269,18407,60,10,1023,1,0,5
15,65,955,1470623,1476588,10577,15,15,1022,2,0,5
16,94,1049,184426,184893,3776,5,0,1030,2,0,4
17,84,1133,2127953,2141314,3580,20,0,1036,0,0,10
18,44,1177,6485562,6492624,4725,55,0,1036,3,0,12
19,46,1223,3867531,3871113,3500,35,0,1037,3,0,17
20,43,1266,5851760,5864580,6818,50,3,1040,1,0,2
21,51,1317,5326521,5362111,9345,45,3,1039,0,0,6
22,47,1364,3218426,3230731,7086,30,19,1036,1,0,19
23,52,1416,3040067,3050928,3829,25,9,1035,1,0,14
24,84,1500,102225,104298,1248,1,9,1037,0,0,1
25,76,1576,1104729,1110254,952,10,4,1042,2,0,4
26,52,1628,8930573,8938778,2828,70,8,1045,1,0,16
27,40,1668,8825561,8874380,4369,70,8,1045,0,0,20
28,87,1755,274909,278513,2257,5,14,1042,2,0,1
29,91,1846,170207,173033,473,5,14,1044,0,0,2
30,57,1903,1410031,1434015,484,15,14,1047,0,0,8
31,60,1963,1565078,1574668,499,15,0,1047,2,0,0
32,58,2021,2553534,2609541,548,20,14,1036,0,0,13
33,134,2155,42342,51198,184,1,38,1033,1,0,0
34,58,2213,1185939,1213144,224,10,38,1033,0,0,6
35,62,2275,2200639,2229887,161,20,38,1035,0,0,8
36,73,2348,5107359,5108565,274,40,5,1036,4,0,13
37,23,2371,6759588,6776946,344,55,8,1038,1,0,19
