season_name,element_code,start_cost,end_cost,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded
2021/22,437742,50,48,32,1129,0,0,7,11,0,0,0,5,0,0,0,173,192.4,263.4,108.0,56.3,0,0,0,0,0,0.00,0.00,0.00,0.00
2022/23,437742,45,43,23,728,0,0,2,8,0,0,0,2,0,0,0,129,98.4,57.2,20.0,17.6,0,0,0,0,8,0.17,0.18,0.35,8.12
2023/24,437742,50,49,47,1304,1,3,2,31,0,0,0,4,0,0,4,231,289.8,154.9,56.0,49.9,0,0,0,0,16,0.55,0.79,1.34,25.20
