event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,53,53,4864965,4948487,4864958,55,0,1000,0,0,6
2,51,104,5148179,5185250,4706099,50,0,1001,0,0,11
3,61,165,1532307,1542900,2444832,15,0,1005,2,0,16
4,84,249,660525,667107,917855,10,5,1006,1,0,7
5,60,309,626154,633665,389782,10,19,1009,1,0,1
6,70,379,1079358,1103385,240322,10,10,1010,0,0,13
7,70,449,3399943,3428418,266189,30,10,1017,0,0,18
8,64,513,3681869,3710424,336948,35,10,1026,0,0,18
9,60,573,1974031,1976957,198808,20,9,1025,3,0,9
10,95,668,110631,112317,63694,1,7,1031,1,0,8
11,42,710,4058517,4103152,60052,35,7,1037,0,0,3
12,33,743,8459445,8473495,118866,70,10,1040,2,0,2
13,66,809,175573,180634,33560,5,10,1037,0,0,4
14,69,874,3655062,3667174,49484,30,12,1033,2,4,3
15,66,940,1289055,1297951,28049,15,5,1030,1,0,17
16,93,1033,222413,224713,11197,5,22,1044,4,0,3
17,79,1112,3378201,3393098,14019,30,26,1054,1,0,5
18,35,1147,10270102,10281286,29062,85,2,1056,2,0,17
19,49,1196,2683892,2696610,18566,25,3,1055,1,0,0
20,70,1266,270641,274208,6933,5,2,1049,1,0,9
21,79,1345,75796,76992,1757,1,14,1044,1,0,9
22,41,1386,5907189,5933751,1937,50,11,1048,1,0,16
23,33,1419,10930426,10944033,3244,90,19,1050,1,0,6
24,75,1494,617251,629255,1828,5,6,1046,0,0,8
25,83,1577,312790,320497,907,5,6,1052,0,0,8
26,75,1652,1479759,1500622,689,15,6,1058,0,0,0
27,51,1703,3822635,3832117,562,30,0,1059,2,0,11
28,84,1787,456181,462036,336,5,25,1060,2,0,3
29,73,1860,1768609,1789116,210,15,25,1060,0,0,6
30,67,1927,254657,261938,116,5,25,1064,0,0,11
31,64,1991,932946,937681,120,10,8,1062,3,0,0
32,51,2042,4903646,4955593,179,40,8,1063,0,0,23
33,108,2150,597569,608589,257,5,8,1061,0,0,23
34,41,2191,4712615,4719497,813,40,15,1059,2,0,0
35,90,2281,17081,17388,116,1,15,1060,0,0,7
36,86,2367,1943300,1955614,93,15,15,1055,2,0,5
37,46,2413,1009503,1015099,29,10,24,1055,1,0,2
