name,time,event
wildcard,2025-09-27T09:58:19.881628Z,6
freehit,2025-11-28T00:04:45.280302Z,13
3xc,2025-12-13T23:07:20.086252Z,17
bboost,2025-12-26T21:42:43.888568Z,19
wildcard,2026-01-26T01:28:49.344913Z,24
bboost,2026-02-10T00:17:00.371400Z,26
freehit,2026-04-14T23:20:42.919254Z,33
3xc,2026-05-09T09:33:58.646395Z,36
