event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,73,73,631488,639211,631488,10,0,1000,0,0,0
2,62,135,2076094,2082174,371570,20,0,1002,0,0,5
3,32,167,10473917,10476486,2168756,95,17,1003,2,0,18
4,71,238,3227442,3236970,1752504,30,20,1008,0,0,18
5,58,296,809507,815069,891735,10,20,1012,0,0,15
6,95,391,12284,12431,99444,1,39,1013,1,0,8
7,92,483,146146,146985,21692,5,40,1015,1,0,14
8,85,568,299117,301174,6495,5,40,1020,0,0,19
9,45,613,6325728,6330986,12567,55,28,1023,1,0,4
10,88,701,495256,496898,5824,5,16,1028,2,0,5
11,28,729,10716152,10722436,16042,90,16,1032,0,0,5
12,50,779,2211550,2217353,11736,20,20,1030,1,0,3
13,70,849,107994,109804,1861,1,20,1030,0,0,11
14,90,939,213783,214295,462,5,7,1028,2,0,10
15,62,1001,2032502,2035697,342,20,2,1033,2,0,4
16,85,1086,684354,686388,235,10,0,1036,4,0,10
17,77,1163,3786603,3793058,400,35,0,1044,0,0,16
18,45,1208,6018493,6021639,561,50,4,1045,3,0,32
19,30,1238,10999481,11004526,1253,90,5,1044,1,0,11
20,67,1305,441499,443346,498,5,8,1041,1,0,14
21,54,1359,4457417,4464265,646,40,2,1041,1,0,15
22,47,1406,3218426,3223547,504,30,0,1045,1,0,10
23,31,1437,11278880,11286630,1012,90,0,1049,0,0,24
24,62,1499,3788586,3793448,1348,30,5,1049,2,0,3
25,64,1563,4670499,4677544,2177,40,19,1049,1,0,8
26,62,1625,5360704,5366369,3384,45,6,1051,1,0,7
27,58,1683,1533804,1539300,1888,15,6,1053,0,0,2
28,83,1766,482005,484213,1188,5,2,1041,0,0,3
29,69,1835,2664118,2667811,907,25,8,1044,1,0,13
30,69,1904,169837,172155,460,5,8,1050,0,0,18
31,61,1965,1269189,1277222,438,10,8,1052,0,0,2
32,47,2012,6621656,6625151,905,55,3,1055,1,0,7
33,106,2118,733963,734364,1578,10,5,1050,4,0,0
34,60,2178,937427,946339,1577,10,5,1048,0,0,3
35,64,2242,1709116,1717856,1025,15,5,1051,0,0,5
36,84,2326,2348441,2353140,926,20,29,1049,2,0,17
37,45,2371,1120878,1122963,344,10,2,1051,1,0,2
