season_name,total_points,rank
2015/16,1934,1023261
2016/17,2216,52609
2017/18,2204,116085
2018/19,2192,299622
2019/20,2226,200047
2020/21,2259,552069
2021/22,2337,507573
2022/23,2298,1548621
2023/24,2193,2278362
2024/25,2532,64012
