element_in,element_in_cost,element_out,element_out_cost,entry,event,time
6,62,72,51,13037,37,2026-05-15T06:22:39.101719Z
16,99,235,104,13037,36,2026-05-08T18:49:21.192089Z
5,72,77,42,13037,35,2026-04-30T12:42:18.126375Z
64,87,817,52,13037,34,2026-04-24T17:02:52.422675Z
42,39,725,51,13037,34,2026-04-24T17:02:52.422453Z
700,42,299,62,13037,34,2026-04-24T17:02:52.422108Z
299,62,717,65,13037,34,2026-04-24T16:46:18.133078Z
725,51,442,44,13037,34,2026-04-23T21:45:05.581699Z
319,43,570,42,13037,34,2026-04-23T21:45:05.581475Z
717,65,21,72,13037,34,2026-04-23T21:45:05.581219Z
47,74,515,75,13037,34,2026-04-23T21:29:11.703187Z
442,44,374,55,13037,34,2026-04-23T21:27:16.954373Z
515,75,299,62,13037,34,2026-04-23T21:27:16.954087Z
817,52,136,74,13037,34,2026-04-23T21:19:00.573717Z
381,140,515,75,13037,34,2026-04-23T21:19:00.573393Z
733,51,341,39,13037,34,2026-04-23T21:13:11.096743Z
570,42,72,51,13037,34,2026-04-23T21:06:23.316076Z
374,55,77,42,13037,34,2026-04-23T20:57:16.140300Z
136,74,249,77,13037,34,2026-04-23T20:47:05.970693Z
568,51,343,43,13037,34,2026-04-23T20:44:14.128537Z
596,72,430,144,13037,34,2026-04-23T20:43:42.699834Z
515,75,783,55,13037,34,2026-04-23T20:43:42.699270Z
373,62,151,45,13037,34,2026-04-23T20:39:41.026996Z
329,60,84,54,13037,34,2026-04-23T20:39:08.440987Z
299,62,235,105,13037,34,2026-04-23T20:37:41.461255Z
5,71,411,51,13037,34,2026-04-23T20:37:41.460785Z
21,72,82,82,13037,34,2026-04-23T20:36:18.789334Z
1,60,139,45,13037,34,2026-04-23T20:34:43.315041Z
624,77,691,56,13037,34,2026-04-23T20:29:41.962335Z
249,77,136,73,13037,33,2026-04-17T20:25:41.194884Z
77,42,5,68,13037,33,2026-04-14T07:59:37.656450Z
72,51,373,61,13037,32,2026-04-09T17:55:51.683873Z
235,106,485,73,13037,32,2026-04-09T17:45:33.569919Z
783,55,517,54,13037,32,2026-04-09T17:38:49.621179Z
84,54,660,48,13037,32,2026-04-09T17:38:01.954777Z
341,39,470,40,13037,32,2026-04-09T17:38:01.954466Z
343,43,374,54,13037,32,2026-04-09T17:34:37.102478Z
151,45,317,45,13037,32,2026-04-09T17:26:31.730257Z
139,45,314,49,13037,32,2026-04-09T17:26:11.803288Z
430,144,661,90,13037,32,2026-04-09T17:25:05.144532Z
82,82,329,58,13037,32,2026-04-09T17:24:05.914716Z
485,73,82,78,13037,31,2026-03-16T23:15:34.314265Z
314,49,1,57,13037,31,2026-03-16T23:11:54.443853Z
317,45,8,63,13037,31,2026-03-16T23:02:57.709998Z
136,73,430,143,13037,31,2026-03-16T22:59:49.075279Z
374,54,256,58,13037,28,2026-02-23T12:31:35.134327Z
256,58,684,50,13037,26,2026-02-09T21:03:41.379867Z
449,94,47,73,13037,24,2026-01-25T20:06:28.480937Z
517,53,414,87,13037,23,2026-01-17T16:26:49.207706Z
8,63,374,54,13037,23,2026-01-17T16:26:49.202828Z
411,53,145,43,13037,21,2026-01-06T13:33:33.547359Z
5,64,260,49,13037,20,2026-01-01T21:49:44.912565Z
684,50,725,54,13037,19,2025-12-30T15:06:54.799512Z
660,48,449,92,13037,18,2025-12-22T08:43:54.000876Z
661,88,249,72,13037,18,2025-12-22T08:43:53.993881Z
414,88,119,81,13037,17,2025-12-19T12:45:25.843690Z
329,56,517,53,13037,17,2025-12-19T12:45:25.835357Z
725,54,8,61,13037,16,2025-12-12T18:58:39.805914Z
691,56,283,77,13037,16,2025-12-12T18:55:01.649965Z
449,91,384,75,13037,16,2025-12-12T18:55:01.641877Z
178,66,283,78,13037,15,2025-12-06T10:16:14.028039Z
714,75,249,74,13037,15,2025-12-06T10:16:14.027844Z
485,72,384,75,13037,15,2025-12-06T10:16:14.027662Z
449,90,82,75,13037,15,2025-12-06T10:16:14.027479Z
414,84,47,69,13037,15,2025-12-06T10:16:14.027275Z
473,52,373,59,13037,15,2025-12-06T10:16:14.027088Z
151,45,260,48,13037,15,2025-12-06T10:16:14.026880Z
291,54,8,61,13037,15,2025-12-06T10:16:14.026674Z
736,57,1,57,13037,15,2025-12-06T10:16:14.026368Z
145,43,191,39,13037,14,2025-12-01T22:39:39.891165Z
517,53,427,53,13037,14,2025-12-01T22:20:40.426979Z
374,54,72,48,13037,14,2025-12-01T22:04:22.651032Z
373,59,5,63,13037,12,2025-11-19T14:25:36.374284Z
119,81,414,81,13037,10,2025-10-26T21:08:33.581531Z
8,58,568,55,13037,7,2025-10-03T15:42:33.934572Z
414,81,612,59,13037,6,2025-09-26T13:28:54.593719Z
1,55,220,50,13037,6,2025-09-20T16:36:18.394512Z
260,46,256,56,13037,4,2025-09-13T05:33:06.920042Z
283,75,597,66,13037,4,2025-09-12T22:36:36.560249Z
612,59,582,66,13037,4,2025-09-12T20:31:41.726188Z
256,56,260,46,13037,4,2025-09-12T16:17:08.708355Z
582,66,299,65,13037,4,2025-09-12T16:11:25.788206Z
82,74,235,104,13037,4,2025-09-12T16:03:53.086695Z
299,65,419,67,13037,4,2025-09-12T16:02:51.311118Z
72,46,508,50,13037,4,2025-09-12T16:02:28.106616Z
260,46,441,45,13037,4,2025-09-12T16:02:16.348654Z
430,141,64,89,13037,4,2025-09-12T16:00:24.114766Z
419,67,16,99,13037,4,2025-09-10T22:40:45.150251Z
508,50,370,60,13037,3,2025-08-22T22:07:29.185087Z
597,66,625,60,13037,3,2025-08-22T22:06:41.328494Z
