season_name,total_points,rank
2007/08,1892,367592
2008/09,2044,9141
2009/10,1769,1085180
2010/11,1175,2205372
2011/12,1883,487465
2012/13,2113,54416
2013/14,2312,66048
2014/15,2125,36357
2015/16,2018,553397
2016/17,2106,223571
2017/18,1988,1271087
2018/19,2331,32954
2019/20,2319,31490
2020/21,2369,147007
2021/22,1806,4740373
