name,time,event
wildcard,2025-09-22T18:14:55.280705Z,6
freehit,2025-11-29T12:10:55.888695Z,13
3xc,2025-12-20T02:53:57.122378Z,17
bboost,2025-12-22T00:06:30.004596Z,18
3xc,2026-02-10T17:14:25.966942Z,26
wildcard,2026-04-09T23:11:31.777739Z,32
bboost,2026-04-14T11:03:05.823311Z,33
freehit,2026-04-20T16:21:37.977524Z,34
