event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,70,70,958151,974652,958151,15,0,1000,0,0,7
2,74,144,482631,485167,115102,5,0,1002,0,0,9
3,57,201,2430574,2438288,96930,25,9,1006,1,0,4
4,83,284,800402,802523,42319,10,5,1006,2,0,7
5,57,341,962971,972713,21377,10,5,1009,0,0,5
6,58,399,3371767,3376744,53589,30,26,1006,2,0,3
7,71,470,3260766,3271321,65702,30,17,1009,1,0,5
8,82,552,465358,469529,26501,5,8,1010,0,0,19
9,58,610,2221361,2231840,16181,20,8,1014,0,0,8
10,86,696,707324,710546,8813,10,21,1022,2,0,7
11,27,723,11015260,11024740,25177,90,21,1030,0,0,19
12,57,780,998731,1001616,11145,10,12,1034,2,0,9
13,90,870,867,898,283,1,12,1037,0,0,2
14,63,933,5359071,5373369,756,45,12,1039,0,0,5
15,58,991,3022795,3029314,773,25,1,1041,2,0,7
16,79,1070,1362983,1365311,831,15,5,1042,2,0,6
17,83,1153,2329683,2337812,838,20,5,1046,0,0,12
18,48,1201,4624993,4634349,865,40,1,1041,2,0,0
19,51,1252,2088244,2093226,429,20,0,1038,1,0,18
20,53,1305,2446071,2460365,478,20,0,1037,0,0,5
21,57,1362,3395272,3405591,506,30,3,1034,1,0,10
22,46,1408,3651972,3657730,433,30,5,1031,2,0,19
23,45,1453,5898494,5904630,336,50,9,1030,2,0,15
24,66,1519,2532132,2535511,353,20,1,1025,3,0,10
25,84,1603,293125,295008,162,5,25,1027,1,0,4
26,73,1676,1884165,1894534,153,15,25,1029,0,0,5
27,45,1721,6553823,6566377,183,55,16,1031,1,0,9
28,69,1790,2583852,2589669,283,25,6,1034,2,0,0
29,57,1847,5527230,5543119,446,45,6,1034,0,0,3
30,58,1905,1369872,1373312,445,15,7,1033,2,0,16
31,62,1967,1199831,1204474,410,10,87,1039,1,0,5
32,64,2031,1256408,1268457,316,10,6,1025,0,0,13
33,130,2161,94389,95722,130,1,35,1028,1,0,0
34,57,2218,1327992,1341489,165,15,35,1030,0,0,9
35,53,2271,5352115,5377945,201,45,35,1033,0,0,5
36,81,2352,2997508,3003839,214,25,6,1034,1,0,15
37,29,2381,4622469,4626756,190,40,5,1035,2,0,2
