element_in,element_in_cost,element_out,element_out_cost,entry,event,time
373,61,343,43,4749230,36,2026-05-09T07:00:50.162572Z
457,58,485,73,4749230,36,2026-05-09T06:52:31.033367Z
666,88,624,77,4749230,36,2026-05-05T06:52:37.187141Z
440,46,443,45,4749230,34,2026-04-23T03:48:21.456435Z
457,57,329,60,4749230,34,2026-04-23T03:44:45.511905Z
531,47,411,50,4749230,34,2026-04-22T19:24:04.534629Z
679,42,341,39,4749230,34,2026-04-22T19:24:04.534432Z
64,86,691,56,4749230,34,2026-04-22T19:24:04.534230Z
443,45,151,45,4749230,34,2026-04-22T19:24:04.534016Z
694,45,72,48,4749230,34,2026-04-22T19:24:04.533752Z
387,71,485,74,4749230,34,2026-04-22T19:24:04.533548Z
329,60,82,79,4749230,34,2026-04-22T19:24:04.533345Z
515,75,84,54,4749230,34,2026-04-22T19:24:04.533122Z
283,76,430,142,4749230,34,2026-04-22T19:24:04.532892Z
606,44,343,43,4749230,34,2026-04-22T19:24:04.532462Z
1,60,139,45,4749230,34,2026-04-22T19:24:04.532184Z
411,50,260,51,4749230,32,2026-04-10T16:40:12.005813Z
84,54,354,49,4749230,32,2026-04-10T13:59:17.289065Z
691,56,178,62,4749230,32,2026-04-10T13:59:17.288795Z
260,51,74,47,4749230,32,2026-04-10T13:24:57.089105Z
624,76,249,76,4749230,32,2026-04-10T13:14:47.759789Z
343,43,317,46,4749230,32,2026-04-10T12:58:06.881402Z
74,47,373,61,4749230,32,2026-04-10T12:58:06.881076Z
151,45,684,51,4749230,32,2026-04-10T12:58:06.880782Z
354,49,83,59,4749230,32,2026-04-10T12:58:06.880480Z
485,74,329,60,4749230,32,2026-04-10T12:58:06.880171Z
178,62,661,89,4749230,32,2026-04-10T12:58:06.879879Z
139,45,670,48,4749230,32,2026-04-10T12:58:06.879539Z
341,39,470,40,4749230,32,2026-04-10T12:58:06.879226Z
684,51,291,56,4749230,31,2026-03-20T15:52:16.961334Z
317,46,347,38,4749230,31,2026-03-20T15:52:16.957102Z
83,59,26,52,4749230,29,2026-03-03T17:26:06.478900Z
329,59,237,67,4749230,28,2026-02-22T22:29:18.752574Z
373,59,226,54,4749230,28,2026-02-22T22:29:18.745854Z
26,52,488,70,4749230,26,2026-02-09T20:51:27.637557Z
249,74,136,66,4749230,25,2026-02-01T15:55:50.624912Z
82,77,390,57,4749230,24,2026-01-24T18:02:02.405300Z
449,91,414,83,4749230,23,2026-01-17T17:59:50.027516Z
237,65,16,102,4749230,23,2026-01-17T17:59:50.021853Z
5,66,373,59,4749230,21,2026-01-04T15:40:05.256584Z
488,70,82,77,4749230,20,2026-01-02T14:47:14.550061Z
390,57,22,59,4749230,19,2025-12-29T00:44:57.864109Z
373,59,440,44,4749230,18,2025-12-26T09:02:36.877964Z
82,77,449,92,4749230,18,2025-12-22T02:45:12.865917Z
670,48,565,49,4749230,17,2025-12-19T19:44:17.632182Z
347,39,476,51,4749230,17,2025-12-15T11:54:20.018508Z
661,86,249,73,4749230,17,2025-12-15T11:54:20.012218Z
16,102,82,73,4749230,16,2025-12-12T23:09:46.344862Z
440,44,256,59,4749230,16,2025-12-12T23:09:46.336832Z
449,90,237,66,4749230,15,2025-12-04T23:47:30.339932Z
414,80,267,66,4749230,14,2025-11-29T17:04:46.341952Z
575,48,37,45,4749230,13,2025-11-29T08:01:50.590108Z
418,65,21,67,4749230,13,2025-11-28T22:50:33.634271Z
36,46,476,50,4749230,13,2025-11-28T22:50:33.634019Z
408,55,72,47,4749230,13,2025-11-28T22:50:33.633774Z
488,66,22,59,4749230,13,2025-11-28T22:50:33.633512Z
266,77,267,66,4749230,13,2025-11-28T22:50:33.633088Z
160,62,237,66,4749230,13,2025-11-28T22:50:33.632618Z
673,55,82,74,4749230,13,2025-11-28T22:50:33.632111Z
178,66,249,75,4749230,13,2025-11-28T22:50:33.631634Z
113,45,226,51,4749230,13,2025-11-28T22:50:33.631315Z
37,45,291,54,4749230,13,2025-11-28T22:50:33.631061Z
32,50,565,50,4749230,13,2025-11-28T22:50:33.630766Z
256,58,5,64,4749230,12,2025-11-21T17:51:43.331418Z
22,59,593,49,4749230,11,2025-11-07T15:03:17.578644Z
136,62,499,104,4749230,10,2025-10-29T08:30:47.548253Z
267,65,390,56,4749230,9,2025-10-24T15:06:20.979697Z
21,65,200,57,4749230,8,2025-10-16T20:52:30.190307Z
200,57,419,68,4749230,7,2025-10-03T03:45:52.143173Z
5,62,373,60,4749230,7,2025-10-03T03:45:52.136140Z
390,55,384,76,4749230,6,2025-09-20T13:22:20.614063Z
593,50,547,49,4749230,4,2025-09-13T07:26:30.218129Z
547,49,86,50,4749230,4,2025-09-12T16:42:16.390190Z
86,50,582,65,4749230,4,2025-09-02T22:32:44.296057Z
419,67,427,56,4749230,4,2025-09-02T22:32:44.295780Z
226,51,224,60,4749230,4,2025-09-02T22:32:44.295260Z
499,104,283,75,4749230,4,2025-09-02T22:32:44.294717Z
373,60,410,50,4749230,4,2025-08-31T20:29:45.662764Z
72,45,575,45,4749230,4,2025-08-31T20:29:45.662572Z
565,50,502,50,4749230,4,2025-08-31T20:29:45.662351Z
237,65,48,60,4749230,4,2025-08-31T20:29:45.662152Z
476,50,505,55,4749230,4,2025-08-31T20:29:45.661946Z
384,76,449,90,4749230,4,2025-08-31T20:29:45.661744Z
283,75,64,89,4749230,4,2025-08-31T20:29:45.661445Z
249,75,625,60,4749230,3,2025-08-22T21:47:42.310429Z
410,50,370,60,4749230,2,2025-08-21T14:06:39.451235Z
