h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
h,2.91934,0.960002,1.39915,0.960002,"{'att': 205, 'def': 27}","{'att': 206, 'def': 19}",4,6,3,2,2.6626000000000003,w,2023-08-12 18:00:00,1,0,0,3,0.43914799999999987
a,1.60466,0.866995,1.60466,0.866995,"{'att': 245, 'def': 35}","{'att': 191, 'def': 25}",3,11,2,1,1.9865,w,2023-08-20 13:00:00,1,0,0,3,0.737665
a,1.72801,3.50896,1.72801,3.50896,"{'att': 254, 'def': 22}","{'att': 285, 'def': 15}",7,14,0,2,0.44530000000000003,l,2023-08-26 17:00:00,0,0,1,0,-1.78095
h,1.58468,0.248338,1.58468,0.248338,"{'att': 286, 'def': 13}","{'att': 247, 'def': 19}",4,0,0,0,2.5346,d,2023-09-02 15:00:00,0,1,0,1,1.3363420000000001
a,1.56067,1.97443,1.56067,1.97443,"{'att': 199, 'def': 29}","{'att': 147, 'def': 24}",6,2,2,1,1.0449,w,2023-09-17 13:00:00,1,0,0,3,-0.4137599999999999
h,2.54509,0.254128,2.54509,0.254128,"{'att': 182, 'def': 33}","{'att': 218, 'def': 33}",11,4,1,0,2.7892,w,2023-09-23 19:00:00,1,0,0,3,2.290962
a,0.153004,1.03293,0.153004,1.03293,"{'att': 255, 'def': 25}","{'att': 162, 'def': 19}",3,2,0,0,0.4819,d,2023-10-01 13:00:00,0,1,0,1,-0.8799259999999999
h,1.61363,1.23903,1.61363,1.23903,"{'att': 195, 'def': 27}","{'att': 232, 'def': 25}",4,10,1,1,1.6717,d,2023-10-08 13:00:00,0,1,0,1,0.3745999999999998
a,0.625269,2.19168,0.625269,2.19168,"{'att': 192, 'def': 34}","{'att': 287, 'def': 40}",4,5,0,1,0.2911,l,2023-10-22 13:00:00,0,0,1,0,-1.566411
h,1.68226,2.09847,1.68226,1.20329,"{'att': 350, 'def': 36}","{'att': 196, 'def': 30}",9,7,2,3,1.0443,l,2023-10-29 12:00:00,0,0,1,0,0.4789700000000001
a,0.73688,1.11674,0.73688,1.11674,"{'att': 228, 'def': 28}","{'att': 267, 'def': 29}",7,8,0,2,0.9869999999999999,l,2023-11-05 16:05:00,0,0,1,0,-0.3798600000000001
a,2.38593,2.19901,2.38593,1.43891,"{'att': 212, 'def': 24}","{'att': 197, 'def': 23}",6,7,3,1,1.4865,w,2023-11-26 14:00:00,1,0,0,3,0.9470200000000002
h,1.30229,0.605084,0.542197,0.605084,"{'att': 245, 'def': 22}","{'att': 361, 'def': 28}",4,7,3,0,2.0593,w,2023-12-03 14:00:00,1,0,0,3,-0.06288699999999992
h,0.993441,1.26839,0.993441,1.26839,"{'att': 220, 'def': 22}","{'att': 305, 'def': 17}",6,11,1,1,1.0804999999999998,d,2023-12-07 19:30:00,0,1,0,1,-0.2749489999999999
a,0.219846,0.632144,0.219846,0.632144,"{'att': 136, 'def': 38}","{'att': 345, 'def': 22}",1,2,1,0,0.7372000000000001,w,2023-12-10 14:00:00,1,0,0,3,-0.41229800000000005
a,1.8065,1.38959,1.8065,1.38959,"{'att': 305, 'def': 20}","{'att': 303, 'def': 31}",3,12,2,0,1.7115999999999998,w,2023-12-17 12:00:00,1,0,0,3,0.4169099999999999
h,1.59135,0.456656,1.59135,0.456656,"{'att': 258, 'def': 23}","{'att': 401, 'def': 32}",7,2,4,0,2.3383,w,2023-12-20 20:00:00,1,0,0,3,1.134694
h,4.34723,0.462585,4.34723,0.462585,"{'att': 166, 'def': 17}","{'att': 326, 'def': 16}",8,2,2,0,2.9594,w,2024-01-14 14:00:00,1,0,0,3,3.884645
a,1.07348,1.89797,1.07348,1.89797,"{'att': 294, 'def': 37}","{'att': 228, 'def': 25}",2,9,2,2,0.6879000000000001,d,2024-01-28 19:45:00,0,1,0,1,-0.82449
h,0.875796,0.67289,0.875796,0.67289,"{'att': 292, 'def': 25}","{'att': 264, 'def': 15}",7,4,0,0,1.5402,d,2024-02-04 16:05:00,0,1,0,1,0.20290600000000003
a,1.35687,1.19719,1.35687,1.19719,"{'att': 214, 'def': 22}","{'att': 278, 'def': 18}",8,7,1,1,1.4729,d,2024-02-11 14:00:00,0,1,0,1,0.15968000000000004
h,1.79901,0.49619,1.79901,0.49619,"{'att': 279, 'def': 19}","{'att': 194, 'def': 22}",7,10,1,0,2.3663999999999996,w,2024-02-18 19:45:00,1,0,0,3,1.30282
a,1.75632,0.147244,0.996227,0.147244,"{'att': 267, 'def': 26}","{'att': 273, 'def': 29}",8,1,3,0,2.7369,w,2024-02-24 20:00:00,1,0,0,3,0.8489829999999999
h,1.2486,0.427329,1.2486,0.427329,"{'att': 166, 'def': 26}","{'att': 348, 'def': 24}",5,4,1,0,2.1298,w,2024-03-03 14:00:00,1,0,0,3,0.8212709999999999
a,0.522507,0.751467,0.522507,0.751467,"{'att': 232, 'def': 24}","{'att': 311, 'def': 22}",7,4,0,1,1.0297,l,2024-03-09 20:00:00,0,0,1,0,-0.22895999999999994
h,1.4278,0.845861,1.4278,0.845861,"{'att': 269, 'def': 15}","{'att': 290, 'def': 23}",9,6,1,1,1.8770000000000002,d,2024-03-17 12:00:00,0,1,0,1,0.581939
a,0.429902,1.41137,0.429902,1.41137,"{'att': 286, 'def': 22}","{'att': 254, 'def': 22}",7,13,1,0,0.5253,w,2024-03-31 12:00:00,1,0,0,3,-0.981468
h,4.51637,2.08036,4.51637,2.08036,"{'att': 190, 'def': 31}","{'att': 378, 'def': 18}",7,3,4,3,2.6332999999999998,w,2024-04-07 11:00:00,1,0,0,3,2.43601
a,1.7183,1.8478,1.7183,1.0877,"{'att': 228, 'def': 27}","{'att': 206, 'def': 27}",8,6,3,4,1.2572999999999999,l,2024-04-14 18:45:00,0,0,1,0,0.6306
h,0.640964,1.30681,0.640964,1.30681,"{'att': 186, 'def': 20}","{'att': 299, 'def': 23}",3,7,0,2,0.7288999999999999,l,2024-04-21 15:05:00,0,0,1,0,-0.665846
a,2.18698,2.34207,2.18698,2.34207,"{'att': 154, 'def': 21}","{'att': 251, 'def': 20}",4,8,5,4,1.2642,w,2024-04-28 15:05:00,1,0,0,3,-0.15508999999999995
h,0.621067,1.33601,0.621067,1.33601,"{'att': 150, 'def': 17}","{'att': 434, 'def': 15}",4,2,0,0,0.7066999999999999,d,2024-05-04 19:00:00,0,1,0,1,-0.7149429999999999
h,1.34751,0.432216,1.34751,0.432216,"{'att': 172, 'def': 24}","{'att': 300, 'def': 18}",2,4,1,1,2.1482,d,2024-05-10 19:00:00,0,1,0,1,0.915294
a,1.02904,0.984204,1.02904,0.984204,"{'att': 291, 'def': 38}","{'att': 281, 'def': 14}",6,9,3,0,1.3754,w,2024-05-19 19:00:00,1,0,0,3,0.04483599999999999
