event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,46,46,6908104,6982424,6908093,75,0,1000,0,0,3
2,40,86,8464219,8494043,7857430,80,0,1000,0,0,11
3,64,150,1004529,1013119,4904814,10,10,999,2,0,6
4,78,228,1475616,1501083,2848087,15,8,997,0,0,8
5,66,294,160173,167349,1003046,5,8,1003,0,0,0
6,75,369,610365,619530,449636,10,29,1006,2,0,10
7,65,434,4977295,4998111,607693,45,7,1010,1,0,6
8,67,501,2812309,2843332,606110,25,7,1018,0,0,12
9,40,541,8044269,8093396,876204,70,7,1017,0,0,6
10,87,628,568152,576196,513999,5,1,1019,1,0,16
11,51,679,1387338,1395874,330330,15,3,1021,2,0,6
12,60,739,673480,677769,147370,10,2,1017,2,0,6
13,76,815,27085,29928,22929,1,2,1018,0,0,4
14,60,875,6484456,6504481,46015,55,5,1020,1,0,3
15,62,937,1993094,2008187,32764,20,15,1020,1,0,13
16,84,1021,763918,768674,22782,10,0,1026,3,0,10
17,80,1101,3009682,3032530,26011,25,0,1030,0,0,8
18,42,1143,7366672,7387778,34962,60,1,1030,2,0,18
19,60,1203,554594,555709,12222,5,0,1030,3,0,8
20,69,1272,289290,296626,4701,5,0,1030,0,0,2
21,53,1325,4586743,4636029,5815,40,0,1031,0,0,11
22,47,1372,3264671,3276043,4437,30,19,1029,2,0,10
23,53,1425,2765953,2774026,2215,25,14,1030,2,0,13
24,73,1498,861867,879181,1417,10,14,1033,0,0,1
25,70,1568,2562227,2575044,1582,25,19,1033,2,0,3
26,78,1646,1087549,1097669,1003,10,11,1035,1,0,5
27,57,1703,1744173,1771258,562,15,11,1036,0,0,12
28,65,1768,3297333,3326957,1042,30,11,1039,0,0,0
29,59,1827,4969055,5008692,1422,40,11,1039,0,0,14
30,53,1880,2664282,2667926,1851,25,4,1038,3,0,22
31,60,1940,1542404,1552288,1856,15,71,1042,1,0,0
32,58,1998,2553534,2626292,1983,20,7,1030,0,0,12
33,134,2132,42342,52565,755,1,32,1027,1,0,0
34,59,2191,1051813,1085957,790,10,32,1027,0,0,9
35,56,2247,4156291,4223144,791,35,32,1029,0,0,16
36,82,2329,2797753,2811858,773,25,13,1029,2,0,11
37,22,2351,7174947,7184593,973,60,3,1030,2,0,14
