name,time,event
3xc,2025-09-08T17:42:47.794958Z,4
freehit,2025-11-25T16:27:58.808172Z,13
wildcard,2025-12-01T18:19:18.076408Z,14
bboost,2025-12-21T03:33:37.261566Z,18
wildcard,2026-04-05T15:05:46.106565Z,32
bboost,2026-04-10T18:28:10.759729Z,33
freehit,2026-04-18T21:26:30.467728Z,34
3xc,2026-05-01T18:21:56.398330Z,36
