season_name,total_points,rank
2014/15,1717,1537050
2016/17,1508,3484002
2017/18,1348,5151150
2018/19,2034,1482489
2019/20,1803,4244687
2022/23,2069,4375094
2023/24,1930,5625886
2024/25,1851,6995281
