id,name,short_name,created,closed,rank,max_entries,league_type,scoring,admin_entry,start_event,entry_can_leave,entry_can_admin,entry_can_invite,has_cup,cup_league,cup_qualified,rank_count,entry_percentile_rank,active_phases,featured_entry_ids,entry_rank,entry_last_rank
14,Man Utd,team-14,2025-07-20T23:14:28.555028Z,False,,,s,c,,1,False,False,False,True,2849441.0,True,1909128,1,"[{'phase': 1, 'rank': 43, 'last_rank': 26, 'rank_sort': 43, 'total': 2380, 'league_id': 14, 'rank_count': 1909128, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 857643, 'last_rank': 591711, 'rank_sort': 858578, 'total': 151, 'league_id': 14, 'rank_count': 1909128, 'entry_percentile_rank': 45}]",[],43,26
116,"Hong Kong, China",region-96,2025-07-20T23:14:30.375936Z,False,,,s,c,,1,False,False,False,True,2888099.0,True,47111,1,"[{'phase': 1, 'rank': 1, 'last_rank': 1, 'rank_sort': 1, 'total': 2380, 'league_id': 116, 'rank_count': 47111, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 22238, 'last_rank': 17790, 'rank_sort': 22270, 'total': 151, 'league_id': 116, 'rank_count': 47111, 'entry_percentile_rank': 50}]",[],1,1
276,Gameweek 1,event-1,2025-07-20T23:14:33.264422Z,False,,,s,c,,1,False,False,False,False,,,9447133,1,"[{'phase': 1, 'rank': 198, 'last_rank': 133, 'rank_sort': 199, 'total': 2380, 'league_id': 276, 'rank_count': 9447133, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 4330049, 'last_rank': 3339658, 'rank_sort': 4336067, 'total': 151, 'league_id': 276, 'rank_count': 9424753, 'entry_percentile_rank': 50}]",[],198,133
314,Overall,overall,2025-07-20T23:14:33.933835Z,False,,,s,c,,1,False,False,False,True,2815434.0,True,12983980,1,"[{'phase': 1, 'rank': 198, 'last_rank': 133, 'rank_sort': 199, 'total': 2380, 'league_id': 314, 'rank_count': 12983980, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 5208296, 'last_rank': 4031901, 'rank_sort': 5214314, 'total': 151, 'league_id': 314, 'rank_count': 12983975, 'entry_percentile_rank': 45}]",[],198,133
333,Second Chance,sc,2025-07-20T23:14:34.276586Z,False,,,s,c,,21,False,False,False,False,,,12983978,1,"[{'phase': 1, 'rank': 13313, 'last_rank': 7687, 'rank_sort': 13375, 'total': 1102, 'league_id': 333, 'rank_count': 12983978, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 5208296, 'last_rank': 4031901, 'rank_sort': 5214314, 'total': 151, 'league_id': 333, 'rank_count': 12983975, 'entry_percentile_rank': 45}]",[],13313,7687
335,Top 10% 24/25 League,top-10%,2025-07-20T23:14:34.311517Z,False,,,s,c,,1,False,False,False,True,2849447.0,True,1062651,1,"[{'phase': 1, 'rank': 111, 'last_rank': 75, 'rank_sort': 112, 'total': 2380, 'league_id': 335, 'rank_count': 1062651, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 737569, 'last_rank': 599662, 'rank_sort': 739581, 'total': 151, 'league_id': 335, 'rank_count': 1062617, 'entry_percentile_rank': 70}]",[],111,75
280440,FPL Brandon Pro,,2025-07-23T18:22:56.038147Z,False,,,x,c,20041.0,1,False,False,False,True,2956625.0,True,43,5,"[{'phase': 1, 'rank': 1, 'last_rank': 1, 'rank_sort': 1, 'total': 2380, 'league_id': 280440, 'rank_count': 43, 'entry_percentile_rank': 5}, {'phase': 11, 'rank': 19, 'last_rank': 18, 'rank_sort': 21, 'total': 151, 'league_id': 280440, 'rank_count': 43, 'entry_percentile_rank': 45}]",[],1,1
1105959,Gh Gh No Way Out for Life25/26,,2025-08-10T01:55:35.632594Z,False,,,x,c,3464819.0,37,False,False,False,True,3362900.0,True,11,95,"[{'phase': 1, 'rank': 10, 'last_rank': 1, 'rank_sort': 10, 'total': 20, 'league_id': 1105959, 'rank_count': 11, 'entry_percentile_rank': 95}, {'phase': 11, 'rank': 10, 'last_rank': 7, 'rank_sort': 10, 'total': 20, 'league_id': 1105959, 'rank_count': 11, 'entry_percentile_rank': 95}]",[],10,1
1410329,Happy 2,,2025-08-13T05:09:51.230102Z,False,,,x,c,6006153.0,1,False,False,False,True,4164118.0,True,4,25,"[{'phase': 1, 'rank': 1, 'last_rank': 1, 'rank_sort': 1, 'total': 2380, 'league_id': 1410329, 'rank_count': 4, 'entry_percentile_rank': 25}, {'phase': 11, 'rank': 2, 'last_rank': 2, 'rank_sort': 2, 'total': 151, 'league_id': 1410329, 'rank_count': 4, 'entry_percentile_rank': 50}]",[],1,1
1446585,Henry House Trophy,,2025-08-13T11:23:56.242325Z,False,,,x,c,6415176.0,1,False,False,False,True,4188639.0,True,3,35,"[{'phase': 1, 'rank': 1, 'last_rank': 1, 'rank_sort': 1, 'total': 2380, 'league_id': 1446585, 'rank_count': 3, 'entry_percentile_rank': 35}, {'phase': 11, 'rank': 3, 'last_rank': 3, 'rank_sort': 3, 'total': 151, 'league_id': 1446585, 'rank_count': 3, 'entry_percentile_rank': 100}]",[],1,1
2905355,Adobe Express Badge League,partner-adobe,2026-02-09T14:37:02.565950Z,False,,,s,c,,28,False,False,False,False,,,702402,5,"[{'phase': 1, 'rank': 9692, 'last_rank': 5774, 'rank_sort': 9772, 'total': 682, 'league_id': 2905355, 'rank_count': 702402, 'entry_percentile_rank': 5}, {'phase': 11, 'rank': 432713, 'last_rank': 333019, 'rank_sort': 433606, 'total': 151, 'league_id': 2905355, 'rank_count': 702403, 'entry_percentile_rank': 65}]",[],9692,5774
