name,time,event
bboost,2025-09-14T19:43:20.958367Z,5
wildcard,2025-09-21T19:06:54.501467Z,6
freehit,2025-11-28T10:13:21.383696Z,13
3xc,2025-12-17T15:46:46.317800Z,17
3xc,2026-02-10T17:22:54.538301Z,26
wildcard,2026-04-10T05:29:16.427422Z,32
bboost,2026-04-17T17:03:13.441688Z,33
freehit,2026-04-23T21:00:54.431622Z,34
