event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,64,64,1939861,1947884,1939861,25,0,1000,0,0,12
2,56,120,3723096,3726698,1755577,35,0,999,1,0,10
3,65,185,780033,781468,530435,10,0,1001,0,0,2
4,59,244,7300033,7303216,1232111,65,0,1002,0,0,27
5,55,299,1519229,1520033,750998,15,3,1006,2,0,18
6,77,376,442310,443666,292630,5,1,1009,1,0,14
7,58,434,6964266,6966092,607693,60,40,1014,1,0,12
8,69,503,2412978,2415752,558135,20,10,1020,1,0,9
9,55,558,3162732,3164884,429136,30,0,1022,1,0,13
10,87,645,523605,524635,233196,5,2,1020,0,0,23
11,73,718,16077,16136,35428,1,2,1026,0,0,4
12,43,761,4402754,4405472,40435,40,0,1032,2,0,9
13,47,808,1908630,1911019,35803,20,6,1034,1,0,2
14,64,872,5236859,5241020,54572,45,0,1031,1,0,3
15,65,937,1441544,1443454,32764,15,0,1035,1,0,9
16,76,1013,1927244,1929975,36624,20,0,1045,5,0,11
17,73,1086,5066268,5068671,58958,45,35,1051,1,0,2
18,49,1135,4154504,4156987,53637,35,5,1054,1,0,25
19,53,1188,1594483,1595694,28303,15,14,1052,1,0,0
20,72,1260,172602,173195,9541,5,14,1051,0,0,10
21,63,1323,1721120,1722717,6672,15,3,1047,2,0,17
22,48,1371,2634804,2638458,4709,25,3,1051,0,0,7
23,43,1414,6435897,6442623,4332,55,3,1053,0,0,5
24,52,1466,7869316,7869964,9439,65,4,1049,3,0,4
25,82,1548,368921,370453,5151,5,1,1034,0,0,16
26,87,1635,253383,253931,1872,5,1,1038,0,0,14
27,59,1694,1345812,1348073,974,15,1,1039,0,0,15
28,81,1775,732085,732915,692,10,29,1041,3,0,3
29,81,1856,730096,731461,267,10,29,1044,0,0,4
30,55,1911,1871223,1876978,304,15,29,1049,0,0,19
31,56,1967,2196409,2200247,402,20,29,1050,0,0,2
32,73,2040,370149,370190,202,5,5,1046,4,0,11
33,96,2136,1342987,1343503,603,15,14,1048,1,0,0
34,58,2194,1185939,1193566,674,10,14,1049,0,0,25
35,59,2253,3349980,3352733,582,30,22,1055,1,0,12
36,77,2330,3986918,3989115,748,35,6,1054,1,0,21
37,21,2351,7506132,7509591,973,60,7,1056,1,0,26
