event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,85,85,81211,86796,81211,1,5,1000,0,0,6
2,43,128,7673712,7710675,807218,75,5,1001,0,0,7
3,69,197,405092,411780,150111,5,5,1003,0,0,13
4,97,294,56084,56585,12856,1,28,1001,2,0,8
5,35,329,8972267,9017935,70969,80,28,1003,0,0,8
6,70,399,1079358,1107724,51239,10,9,1004,0,0,1
7,88,487,299305,307014,15147,5,9,1011,0,0,7
8,93,580,91200,92276,2022,1,0,1019,2,0,0
9,62,642,1386634,1410919,833,15,0,1021,0,0,5
10,69,711,5198386,5217971,2456,45,2,1022,2,0,7
11,49,760,1857234,1868530,1179,20,9,1025,2,0,12
12,54,810,1443660,1452483,940,15,9,1027,2,4,9
13,47,857,1908630,1924187,997,20,19,1030,1,0,13
14,80,937,1036703,1049032,579,10,0,1032,1,0,7
15,73,1010,553676,558342,165,5,8,1036,1,0,6
16,86,1096,602930,608609,104,5,26,1040,4,0,3
17,99,1195,389584,394829,31,5,20,1046,1,0,2
18,40,1231,8335514,8344360,92,70,12,1049,3,4,11
19,44,1271,4694237,4709916,109,40,11,1051,2,4,3
20,55,1326,2123041,2140645,115,20,0,1049,1,0,4
21,45,1371,7804669,7818743,280,65,3,1050,1,0,5
22,34,1405,9580492,9612859,558,80,25,1051,1,0,28
23,53,1458,2728997,2743163,251,25,42,1051,1,0,14
24,70,1528,1472282,1484169,186,15,23,1054,1,0,1
25,59,1587,6641974,6661065,492,55,23,1058,1,0,14
26,67,1654,3648808,3667598,619,30,27,1058,1,0,3
27,47,1701,5536663,5564194,654,45,32,1058,1,0,6
28,76,1777,1299974,1312604,648,15,41,1058,1,0,0
29,51,1828,7479603,7492067,1402,60,47,1057,1,0,2
30,57,1885,1540053,1556898,1444,15,16,1059,1,0,15
31,64,1949,895102,902692,1151,10,12,1057,1,0,0
32,55,2004,3494686,3569095,1474,30,22,1042,0,0,16
33,118,2122,307835,310002,1323,5,19,1042,1,0,0
34,62,2184,738547,762570,1187,10,19,1042,0,0,4
35,49,2233,7353102,7368501,1653,60,20,1044,1,0,25
36,92,2325,955950,966327,1008,10,10,1044,1,0,11
37,34,2359,3112798,3128314,655,25,1,1047,1,0,18
