name,time,event
wildcard,2025-09-12T03:15:45.077463Z,4
3xc,2025-09-27T03:16:49.032082Z,6
bboost,2025-10-03T04:05:48.611063Z,7
freehit,2025-11-01T03:03:24.716047Z,10
wildcard,2026-01-23T04:03:53.274618Z,23
bboost,2026-02-04T00:54:03.553676Z,25
3xc,2026-02-09T16:47:16.649443Z,26
freehit,2026-04-13T05:23:54.194859Z,33
