event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,77,77,340882,346263,340882,5,0,1000,0,0,0
2,42,119,7951736,7962152,1832224,75,0,1001,0,0,7
3,58,177,2167081,2172053,1056769,20,0,1005,1,0,7
4,87,260,414871,415668,410090,5,2,1004,2,4,8
5,45,305,4672249,4688837,507681,40,2,1008,0,0,1
6,66,371,1807180,1810870,406233,20,27,1005,2,0,7
7,80,451,1123364,1131476,238185,10,11,1002,0,0,4
8,76,527,1020756,1025766,152415,10,11,1012,0,0,10
9,64,591,1068801,1073037,64470,10,11,1016,0,0,8
10,76,667,2598972,2606489,66457,25,11,1023,0,0,3
11,52,719,1190350,1192955,33062,10,25,1026,2,0,4
12,45,764,3635691,3643962,33038,30,30,1029,1,0,7
13,46,810,2205208,2206244,32084,20,0,1028,3,0,7
14,67,877,4237626,4246910,41712,35,0,1028,1,0,7
15,36,913,10755904,10759452,115931,90,6,1030,1,0,7
16,94,1007,195001,196842,50375,5,12,1029,5,0,15
17,81,1088,2874883,2880475,53996,25,12,1036,1,0,14
18,53,1141,2725862,2730372,39863,25,24,1038,1,0,4
19,38,1179,7572950,7583618,45914,60,28,1038,1,0,11
20,57,1236,1702448,1707533,35404,15,9,1038,1,0,3
21,56,1292,3739456,3747121,36249,30,3,1037,1,0,4
22,53,1341,1548660,1550351,25067,15,3,1035,2,4,9
23,54,1395,2442272,2446008,13327,20,4,1042,1,0,15
24,73,1464,963399,966960,10821,10,17,1042,2,4,10
25,65,1529,4278094,4286380,14750,35,2,1045,1,0,8
26,86,1615,299418,300952,6012,5,2,1047,0,0,9
27,58,1673,1688583,1691415,3380,15,1,1046,1,0,14
28,88,1761,229068,230858,1647,5,2,1050,2,0,6
29,71,1832,2253794,2257721,1135,20,26,1052,1,0,7
30,57,1889,1410031,1421044,1144,15,26,1057,0,0,12
31,68,1957,439864,442264,734,5,72,1059,2,0,0
32,60,2017,2060526,2071120,722,20,40,1046,0,0,13
33,139,2156,14210,14454,180,1,60,1050,1,0,0
34,58,2214,1185939,1199737,217,10,60,1051,0,0,10
35,60,2274,2778662,2792771,179,25,60,1056,0,0,19
36,80,2354,3236742,3241392,192,25,15,1061,1,0,23
37,36,2390,2635368,2639913,120,25,9,1063,1,0,20
