event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,56,56,3932979,3938032,3932974,45,0,1000,0,0,5
2,45,101,7089734,7092167,5333665,70,0,1001,0,0,9
3,53,154,3754383,3756054,4217967,35,13,1001,2,0,7
4,68,222,4352745,4354237,3646879,40,8,999,1,0,10
5,56,278,1139004,1140993,2260394,10,8,999,0,0,0
6,63,341,2175697,2176827,1650768,20,2,995,0,0,9
7,76,417,1979048,1980381,1258366,20,0,999,1,0,0
8,70,487,2053797,2056585,1069649,20,0,1005,0,0,13
9,42,529,7544821,7545806,1337285,65,8,1004,2,0,5
10,81,610,1529138,1530075,1025882,15,1,1008,2,0,14
11,53,663,894235,895343,657358,10,1,1010,0,0,8
12,51,714,2029005,2029952,473895,20,14,1008,2,0,13
13,78,792,17573,17769,92092,1,14,1008,0,0,6
14,87,879,347359,347593,36582,5,0,1007,1,0,4
15,60,939,2445608,2447159,29176,20,0,1012,1,0,11
16,91,1030,294692,294722,13146,5,0,1017,1,0,10
17,94,1124,756133,756657,6460,10,3,1021,1,0,9
18,42,1166,7424276,7425122,9491,60,2,1022,3,0,22
19,44,1210,4323652,4325592,7925,35,2,1023,0,0,8
20,52,1262,2699428,2701227,8444,25,2,1024,0,0,3
21,62,1324,1914425,1915590,6142,20,1,1022,1,0,6
22,40,1364,6525606,6526894,7019,55,4,1016,2,0,11
23,44,1408,5966628,5969077,6137,50,4,1015,0,0,6
24,60,1468,4585811,4586303,8366,40,5,1011,3,0,3
25,73,1541,1726924,1727734,7558,15,17,1013,2,0,3
26,65,1606,4304500,4305822,9459,35,4,1017,1,0,3
27,47,1653,5606750,5607639,10113,45,15,1014,2,0,9
28,83,1736,515339,515910,6520,5,24,1018,1,0,0
29,81,1817,790166,790546,2500,10,16,1020,1,0,4
30,75,1892,43272,43465,939,1,16,1023,0,0,10
31,59,1951,1751474,1752878,1008,15,78,1025,2,0,6
32,76,2027,185852,186171,417,5,4,1014,0,0,10
33,123,2150,208856,209179,262,5,3,1017,1,0,0
34,57,2207,1327992,1330618,314,15,3,1017,0,0,5
35,56,2263,4156291,4161169,317,35,3,1019,0,0,5
36,79,2342,3329026,3330177,378,30,3,1019,0,0,5
37,26,2368,5666509,5666694,397,45,2,1019,3,0,11
