event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,92,92,19060,21038,19060,1,0,1000,0,0,5
2,41,133,8215084,8259244,469753,80,0,1001,0,0,13
3,61,194,1485824,1504754,215029,15,15,1003,1,0,4
4,99,293,31046,31971,14244,1,15,1002,0,0,3
5,58,351,809507,836342,6632,10,3,1003,0,0,10
6,61,412,2556638,2599817,15259,25,3,1005,0,0,6
7,84,496,700235,703932,6492,10,19,1008,3,0,5
8,79,575,740688,751318,3353,10,7,1015,1,0,0
9,74,649,250497,253984,411,5,8,1018,1,0,9
10,96,745,80325,82631,77,1,8,1023,0,0,6
11,28,773,10924571,10944382,339,90,8,1027,1,0,6
12,34,807,7970988,8006229,1174,65,1,1030,1,0,2
13,34,841,6523852,6544326,3539,55,63,1030,2,0,9
14,70,911,3279359,3312315,4353,30,51,1029,1,0,6
15,71,978,727419,733013,2178,10,4,1029,2,4,14
16,90,1068,344735,347920,995,5,16,1039,3,0,3
17,94,1162,756133,766621,438,10,8,1044,1,0,12
18,36,1198,9920728,9939862,1125,80,25,1047,2,0,24
19,33,1231,9982439,10001941,2106,80,0,1047,2,0,11
20,64,1295,693960,704416,1064,10,0,1045,1,0,8
21,61,1356,2174267,2200930,828,20,3,1043,1,0,17
22,38,1394,7517995,7561638,1153,60,5,1044,1,0,13
23,46,1440,5065120,5152039,844,40,5,1046,0,0,17
24,64,1504,2865989,2917793,971,25,2,1044,0,0,7
25,81,1585,434357,449982,534,5,2,1047,0,0,7
26,76,1661,1304265,1335510,375,15,2,1049,0,0,11
27,42,1703,7767657,7874959,551,65,2,1051,0,0,23
28,86,1789,327592,334463,288,5,1,1052,2,0,4
29,69,1858,2523824,2566254,241,20,1,1053,0,0,12
30,56,1914,1774741,1798118,257,15,52,1053,1,0,25
31,62,1976,1199831,1210912,247,10,55,1052,1,0,0
32,61,2037,2053264,2054755,238,20,10,1051,4,0,13
33,98,2135,1191669,1196059,646,10,28,1047,1,0,0
34,74,2209,102576,110230,283,1,28,1046,0,0,8
35,60,2269,3015536,3036876,230,25,11,1049,1,0,7
36,75,2344,4542359,4559779,351,40,17,1046,2,0,14
37,32,2376,3658329,3680584,254,30,30,1048,1,0,0
