element_in,element_in_cost,element_out,element_out_cost,entry,event,time
295,45,224,60,124340,37,2026-05-15T12:36:55.073844Z
666,90,249,75,124340,37,2026-05-15T12:36:55.073411Z
16,100,235,103,124340,37,2026-05-15T12:36:55.065832Z
5,71,72,50,124340,35,2026-04-26T22:19:48.494427Z
567,39,105,38,124340,34,2026-04-24T15:46:44.395576Z
603,41,606,44,124340,34,2026-04-23T07:28:48.468804Z
21,72,329,60,124340,34,2026-04-23T07:28:48.468474Z
568,51,6,61,124340,34,2026-04-23T07:28:48.468100Z
447,37,13,37,124340,34,2026-04-22T12:25:28.282645Z
6,61,568,51,124340,34,2026-04-22T12:25:28.282408Z
329,60,21,72,124340,34,2026-04-21T13:42:31.704577Z
1,60,733,51,124340,34,2026-04-21T13:42:31.704205Z
252,40,560,50,124340,34,2026-04-21T13:38:15.873122Z
105,38,341,39,124340,34,2026-04-21T13:38:15.872760Z
13,37,77,42,124340,34,2026-04-21T13:38:15.872324Z
382,83,384,73,124340,34,2026-04-21T13:38:15.871903Z
384,73,84,54,124340,34,2026-04-21T13:36:35.209613Z
560,50,691,56,124340,34,2026-04-21T13:36:35.209455Z
624,77,430,144,124340,34,2026-04-21T13:36:35.209274Z
596,72,249,77,124340,34,2026-04-21T13:36:35.209116Z
21,72,783,55,124340,34,2026-04-21T13:36:35.208960Z
450,80,235,105,124340,34,2026-04-21T13:36:35.208795Z
381,140,82,82,124340,34,2026-04-21T13:36:35.208635Z
606,44,72,50,124340,34,2026-04-21T13:36:35.208457Z
373,62,148,44,124340,34,2026-04-21T13:36:35.208255Z
568,51,224,60,124340,34,2026-04-21T13:36:35.208088Z
5,71,411,50,124340,34,2026-04-21T13:36:35.207913Z
733,51,139,44,124340,34,2026-04-21T13:36:35.207666Z
224,60,5,71,124340,33,2026-04-17T22:09:15.273523Z
249,77,624,76,124340,33,2026-04-16T17:45:32.533372Z
691,56,249,78,124340,32,2026-04-09T19:06:23.644268Z
624,76,178,61,124340,32,2026-04-09T19:06:23.644100Z
783,55,660,47,124340,32,2026-04-09T19:06:23.643879Z
148,44,473,53,124340,32,2026-04-09T07:17:16.499201Z
77,42,113,45,124340,32,2026-04-09T07:17:16.498725Z
235,106,485,73,124340,32,2026-04-09T07:16:33.942402Z
84,54,329,56,124340,32,2026-04-09T07:16:33.942179Z
249,78,136,72,124340,32,2026-04-09T07:16:33.941915Z
341,39,470,40,124340,32,2026-04-09T07:16:33.941610Z
430,144,661,92,124340,32,2026-04-06T11:55:04.111778Z
411,50,373,61,124340,32,2026-04-06T11:55:04.111543Z
82,82,237,64,124340,32,2026-04-04T16:43:32.340362Z
660,47,47,74,124340,32,2026-03-24T16:17:51.735448Z
178,61,691,56,124340,32,2026-03-23T08:57:39.388748Z
485,73,381,140,124340,32,2026-03-20T23:10:06.921385Z
113,45,683,40,124340,32,2026-03-20T21:45:44.120425Z
473,53,317,46,124340,32,2026-03-20T21:45:44.120196Z
661,92,97,68,124340,32,2026-03-20T21:45:44.119842Z
381,140,21,75,124340,29,2026-03-02T23:25:28.202708Z
691,57,430,144,124340,29,2026-03-02T23:25:28.193612Z
72,49,8,61,124340,28,2026-02-23T23:13:54.715527Z
136,71,624,75,124340,28,2026-02-22T17:07:17.073195Z
97,70,691,57,124340,26,2026-02-09T13:25:44.611845Z
5,70,106,49,124340,25,2026-02-03T22:17:16.598770Z
21,75,16,99,124340,25,2026-02-03T22:17:16.592177Z
449,93,414,85,124340,24,2026-01-24T18:05:50.200397Z
317,46,407,54,124340,23,2026-01-24T10:48:53.805626Z
237,64,450,80,124340,22,2026-01-15T22:15:09.719910Z
47,74,517,53,124340,20,2026-01-01T22:05:26.916323Z
683,40,72,49,124340,20,2026-01-01T22:05:26.909698Z
450,80,449,90,124340,19,2025-12-27T11:00:23.424560Z
624,75,136,70,124340,18,2025-12-21T01:18:34.876714Z
691,56,252,42,124340,17,2025-12-15T23:54:58.308678Z
407,53,226,53,124340,17,2025-12-15T23:54:58.301264Z
106,49,256,58,124340,16,2025-12-11T14:15:28.577269Z
329,52,299,65,124340,16,2025-12-07T18:26:04.524931Z
414,85,237,67,124340,16,2025-12-07T18:26:04.519448Z
136,68,283,78,124340,16,2025-12-06T16:36:38.563705Z
139,44,469,51,124340,15,2025-12-02T22:01:52.389352Z
449,89,82,76,124340,14,2025-12-01T00:11:38.746422Z
517,53,612,59,124340,14,2025-12-01T00:11:38.740635Z
470,40,289,39,124340,13,2025-11-28T16:15:50.568799Z
252,42,64,85,124340,13,2025-11-28T16:13:53.424128Z
47,69,276,43,124340,13,2025-11-28T16:13:53.423876Z
373,60,38,44,124340,13,2025-11-28T16:13:53.423551Z
38,44,373,60,124340,13,2025-11-28T16:12:57.233327Z
384,75,22,59,124340,13,2025-11-28T16:12:57.232961Z
373,60,41,43,124340,13,2025-11-27T15:44:39.940633Z
22,59,384,75,124340,13,2025-11-27T15:44:39.940256Z
41,43,373,60,124340,13,2025-11-27T15:41:47.233202Z
64,85,726,69,124340,13,2025-11-27T15:41:47.232551Z
726,69,64,85,124340,13,2025-11-27T15:29:35.356860Z
541,40,347,40,124340,13,2025-11-27T15:29:35.356363Z
411,50,407,53,124340,13,2025-11-27T15:29:35.355851Z
120,70,83,60,124340,13,2025-11-27T15:29:35.355342Z
36,46,41,43,124340,13,2025-11-27T15:29:35.354777Z
384,75,267,67,124340,13,2025-11-27T15:29:35.354043Z
373,60,374,54,124340,13,2025-11-24T22:15:31.873627Z
101,45,32,50,124340,13,2025-11-24T22:15:31.873370Z
83,60,50,53,124340,13,2025-11-24T22:15:31.873124Z
41,43,113,45,124340,13,2025-11-24T22:15:31.872803Z
50,53,47,68,124340,13,2025-11-24T22:13:27.644929Z
267,67,83,60,124340,13,2025-11-24T22:13:27.644597Z
374,54,373,59,124340,13,2025-11-24T22:11:26.429571Z
407,53,411,50,124340,13,2025-11-24T22:11:26.429295Z
289,39,104,39,124340,13,2025-11-23T22:42:39.799038Z
113,45,106,49,124340,13,2025-11-23T22:42:39.798554Z
347,40,8,61,124340,13,2025-11-23T22:42:39.798169Z
83,60,270,48,124340,13,2025-11-23T22:42:39.797790Z
414,80,580,66,124340,13,2025-11-23T22:42:39.797331Z
411,50,38,44,124340,13,2025-11-23T22:40:43.731348Z
32,50,736,57,124340,13,2025-11-23T22:40:43.730633Z
736,57,470,40,124340,13,2025-11-23T19:13:46.832667Z
104,39,469,51,124340,13,2025-11-23T19:13:46.832428Z
38,44,226,51,124340,13,2025-11-23T19:13:46.832184Z
447,38,72,49,124340,13,2025-11-23T19:13:46.831905Z
106,49,256,57,124340,13,2025-11-23T19:13:46.831647Z
64,85,283,78,124340,13,2025-11-23T19:13:46.831348Z
136,64,252,42,124340,13,2025-11-23T19:13:46.831071Z
