name,time,event
bboost,2025-10-04T07:02:05.766205Z,8
wildcard,2025-12-05T16:54:11.381806Z,15
3xc,2025-12-14T12:55:51.475606Z,17
freehit,2025-12-28T14:53:55.422493Z,19
3xc,2026-02-10T07:54:03.508846Z,26
wildcard,2026-04-09T09:35:22.919328Z,32
bboost,2026-04-13T13:11:36.449073Z,33
freehit,2026-04-20T13:59:01.892147Z,34
