event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,63,63,2149481,2230969,2149481,25,0,1000,0,0,3
2,60,123,2518526,2550699,1303815,25,0,1001,0,0,13
3,45,168,6775454,6803877,2037157,60,51,1003,2,0,5
4,79,247,1290624,1318425,1027654,15,0,1000,0,0,12
5,58,305,809507,832319,501276,10,0,1006,0,0,3
6,92,397,26912,27595,61912,1,48,1011,2,0,2
7,89,486,267837,273714,16996,5,49,1013,1,0,5
8,71,557,1939427,1959407,17583,20,47,1022,1,0,11
9,44,601,6698917,6723373,32737,55,28,1024,1,0,5
10,71,672,4397696,4428193,49342,40,6,1028,1,0,10
11,43,715,3887597,3924828,44102,35,6,1028,1,0,5
12,46,761,3314087,3340787,40975,30,7,1027,1,0,3
13,45,806,2228322,2263491,40595,20,7,1027,0,0,0
14,77,883,1540834,1558446,28749,15,11,1026,1,0,7
15,61,944,2210865,2229901,21323,20,3,1025,1,0,4
16,90,1034,359635,368341,10516,5,3,1025,5,0,13
17,71,1105,5651770,5669579,21219,45,8,1032,1,0,5
18,39,1144,8664383,8687441,33593,70,20,1033,1,0,11
19,40,1184,6561034,6594448,34982,55,18,1032,1,0,0
20,53,1237,2607274,2627795,33222,25,4,1030,1,0,2
21,65,1302,1247812,1265526,21528,10,0,1025,1,0,4
22,31,1333,10857162,10883517,36626,90,3,1024,1,0,23
23,48,1381,4224890,4290557,26990,35,3,1024,0,0,24
24,52,1433,7831232,7846018,49231,65,7,1023,2,0,1
25,82,1515,407169,413104,28815,5,11,1025,1,0,9
26,71,1586,2502605,2520438,25586,20,12,1024,1,0,4
27,69,1655,343996,346112,9121,5,7,1024,1,0,7
28,82,1737,598781,607669,6171,5,5,1028,1,0,2
29,75,1812,1451956,1477606,3261,15,5,1031,0,0,5
30,65,1877,372055,386346,2165,5,5,1035,0,0,19
31,73,1950,146949,148522,1064,5,10,1035,3,0,0
32,54,2004,3843822,3919578,1433,30,1,1026,0,0,14
33,124,2128,179358,186946,933,5,1,1028,0,0,0
34,64,2192,580259,601656,750,5,1,1027,0,0,11
35,61,2253,2740113,2749266,582,25,3,1027,2,0,12
36,93,2346,833623,845110,316,10,8,1032,1,0,15
37,24,2370,6354043,6373501,375,50,5,1034,1,0,19
