season_name,total_points,rank
2017/18,1617,4140873
2018/19,1727,4571309
2019/20,1893,3169715
2020/21,2029,2342169
2021/22,2322,565571
2022/23,2367,897688
2023/24,2423,269385
2024/25,2336,1113356
