event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,68,68,1235729,1247391,1235729,15,0,1000,0,0,6
2,62,130,2076094,2081864,654705,20,0,1001,0,0,5
3,67,197,610517,611941,154101,10,0,1005,1,0,4
4,87,284,364794,367433,40434,5,0,1006,0,0,13
5,52,336,2326179,2328324,36207,20,14,1012,2,0,8
6,79,415,324566,326192,11660,5,4,1014,1,0,2
7,71,486,3260766,3267315,16996,30,2,1015,1,0,8
8,72,558,1781895,1784700,16547,15,44,1022,2,0,17
9,65,623,1017694,1019837,5550,10,9,1025,1,0,12
10,87,710,568152,570403,2796,5,7,1030,1,0,7
11,40,750,4999072,5011321,3009,45,7,1036,0,0,6
12,34,784,7716184,7724080,8204,65,4,1034,0,0,11
13,53,837,886570,890825,4759,10,4,1035,0,0,12
14,73,910,2492902,2496117,4703,20,15,1035,2,0,0
15,65,975,1470623,1472862,2737,15,11,1039,2,0,8
16,76,1051,1856148,1856876,3278,15,11,1047,1,0,9
17,75,1126,4529715,4533441,5736,40,3,1051,2,0,7
18,53,1179,2767103,2771339,4180,25,2,1050,2,0,5
19,42,1221,5235657,5248406,3936,45,2,1050,0,0,13
20,44,1265,5533028,5536170,7149,45,7,1051,2,0,3
21,70,1335,523881,525823,3233,5,27,1048,1,0,16
22,29,1364,11315125,11322580,7039,90,27,1051,0,0,5
23,40,1404,7859411,7873934,7766,65,27,1051,0,0,15
24,59,1463,4933414,4937814,10962,40,12,1050,2,0,1
25,75,1538,1287528,1290236,8947,15,20,1048,2,0,6
26,80,1618,827810,830147,4963,10,12,1051,1,0,26
27,55,1673,2432424,2435969,3286,20,15,1053,1,0,14
28,67,1740,3020199,3023709,5313,25,25,1057,2,0,13
29,74,1814,1605990,1611032,2902,15,25,1060,0,0,5
30,64,1878,451442,456388,2055,5,25,1064,0,0,12
31,73,1951,141919,142706,1001,5,83,1063,2,0,3
32,52,2003,4550288,4564603,1502,40,16,1062,0,0,25
33,117,2120,330351,331266,1420,5,31,1059,1,0,0
34,64,2184,580259,586162,1140,5,31,1058,0,0,4
35,60,2244,2778662,2790622,919,25,31,1060,0,0,6
36,109,2353,51215,51511,197,1,27,1062,2,0,16
37,45,2398,1139285,1140285,71,10,6,1064,2,0,16
