event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,57,57,3654199,3659583,3654196,40,0,1000,0,0,8
2,36,93,9439130,9440014,6930294,90,0,1001,1,0,0
3,50,139,4844867,4847044,6697666,45,28,1001,2,4,12
4,65,204,5391876,5393743,6062741,50,42,1002,1,0,5
5,47,251,4067237,4069024,5387817,35,26,1005,1,0,20
6,85,336,118041,118290,2006819,1,16,1005,1,0,4
7,82,418,896241,897210,1239434,10,0,1005,1,0,3
8,84,502,349053,349833,590707,5,0,1010,0,0,11
9,31,533,11305259,11305736,1193963,95,0,1012,2,0,4
10,83,616,1029679,1030855,839292,10,0,1015,0,0,5
11,54,670,757197,758315,497557,10,0,1019,0,0,7
12,60,730,673480,673963,234432,10,8,1024,2,0,3
13,59,789,425962,427641,109591,5,8,1028,0,0,4
14,66,855,4365324,4367183,132954,40,8,1030,0,0,8
15,50,905,5812396,5813642,167096,50,17,1030,2,0,4
16,93,998,228603,229143,78353,5,15,1035,5,0,5
17,73,1071,5066268,5067512,119363,45,8,1041,1,0,6
18,58,1129,1472608,1473221,72740,15,20,1045,1,0,14
19,41,1170,6061108,6063686,71161,50,15,1043,1,0,13
20,75,1241,115618,115743,27563,1,5,1040,2,4,6
21,44,1285,7880307,7882563,50860,65,5,1040,0,0,5
22,58,1343,668150,668655,22187,10,5,1038,0,0,6
23,37,1380,9605762,9606068,29151,80,8,1034,3,0,10
24,62,1442,3740290,3741640,33144,30,3,1030,1,0,0
25,73,1515,1678954,1680823,29293,15,27,1032,1,0,4
26,82,1597,618854,619377,15348,5,19,1033,1,0,3
27,71,1668,216695,216846,4508,5,19,1035,0,0,3
28,72,1740,1991538,1992759,5410,20,5,1035,2,0,0
29,68,1808,2881645,2882671,4167,25,4,1033,1,0,2
30,57,1865,1410031,1413081,4162,15,4,1035,0,0,6
31,73,1938,141919,142211,2124,5,20,1036,2,0,2
32,65,2003,1095205,1097237,1538,10,1,1029,0,0,11
33,120,2123,264967,265288,1252,5,21,1030,1,0,0
34,71,2194,182941,184622,688,5,21,1030,0,0,13
35,52,2246,5761810,5765978,862,45,21,1032,0,0,5
36,82,2328,2797753,2799376,856,25,25,1036,2,0,26
37,54,2382,411475,411682,185,5,6,1038,1,0,8
