season_name,total_points,rank
2011/12,1691,1283747
2012/13,1873,661048
2013/14,1915,1354145
2014/15,2023,158569
2015/16,1665,2348949
2016/17,2115,202399
2017/18,2110,439579
2018/19,2280,82872
2019/20,2212,248267
2020/21,2261,544604
2021/22,2339,501768
2022/23,2429,475797
2023/24,2448,189955
2024/25,2490,152243
