h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
h,1.1609,1.16833,1.1609,1.16833,"{'att': 183, 'def': 23}","{'att': 320, 'def': 24}",2,1,0,2,1.2938,l,2024-08-25 15:30:00,0,0,1,0,-0.007430000000000048
a,0.644857,1.0488,0.644857,1.0488,"{'att': 204, 'def': 18}","{'att': 377, 'def': 15}",4,6,0,1,0.9653,l,2024-08-30 18:30:00,0,0,1,0,-0.40394299999999994
a,0.49314,2.61475,0.49314,2.61475,"{'att': 175, 'def': 18}","{'att': 258, 'def': 19}",9,5,1,3,0.2126,l,2024-09-15 13:30:00,0,0,1,0,-2.12161
h,1.67285,0.841324,1.67285,0.841324,"{'att': 461, 'def': 24}","{'att': 148, 'def': 24}",13,5,0,0,2.0284000000000004,d,2024-09-22 17:30:00,0,1,0,1,0.831526
a,1.40925,1.10172,1.40925,0.343947,"{'att': 342, 'def': 23}","{'att': 103, 'def': 11}",3,11,3,0,1.6031,w,2024-09-28 13:30:00,1,0,0,3,1.0653029999999999
h,0.805413,1.29606,0.805413,1.29606,"{'att': 262, 'def': 24}","{'att': 246, 'def': 19}",7,5,0,3,0.8960999999999999,l,2024-10-05 16:30:00,0,0,1,0,-0.49064699999999994
a,1.07012,3.97161,1.07012,3.97161,"{'att': 420, 'def': 13}","{'att': 148, 'def': 17}",4,4,1,2,0.1224,l,2024-10-18 18:30:00,0,0,1,0,-2.90149
h,0.730167,0.940969,0.730167,0.940969,"{'att': 267, 'def': 19}","{'att': 286, 'def': 16}",3,8,0,0,1.1074000000000002,d,2024-10-26 13:30:00,0,1,0,1,-0.21080200000000004
a,1.1155,0.746379,1.1155,0.746379,"{'att': 356, 'def': 25}","{'att': 163, 'def': 21}",3,6,2,0,1.6918000000000002,w,2024-11-02 14:30:00,1,0,0,3,0.3691209999999999
h,0.0751538,1.67296,0.0751538,1.67296,"{'att': 465, 'def': 14}","{'att': 157, 'def': 25}",3,9,0,1,0.16970000000000002,l,2024-11-09 14:30:00,0,0,1,0,-1.5978062
a,1.15234,2.99128,1.15234,2.99128,"{'att': 380, 'def': 20}","{'att': 296, 'def': 11}",3,9,0,2,0.3232,l,2024-11-24 16:30:00,0,0,1,0,-1.8389400000000002
h,1.96179,1.1506,1.96179,0.330007,"{'att': 306, 'def': 14}","{'att': 230, 'def': 26}",5,2,3,1,2.0941,w,2024-11-30 14:30:00,1,0,0,3,1.631783
a,2.18395,0.729523,2.18395,0.729523,"{'att': 425, 'def': 21}","{'att': 212, 'def': 15}",3,10,1,2,2.5208000000000004,l,2024-12-07 14:30:00,0,0,1,0,1.454427
h,0.515437,0.986101,0.515437,0.986101,"{'att': 296, 'def': 22}","{'att': 354, 'def': 24}",5,8,0,2,0.873,l,2024-12-14 17:30:00,0,0,1,0,-0.47066399999999997
a,2.57781,2.41593,1.72788,2.41593,"{'att': 401, 'def': 20}","{'att': 145, 'def': 23}",4,20,1,0,1.5196,w,2024-12-21 14:30:00,1,0,0,3,-0.6880499999999998
h,2.5542,2.23689,2.5542,2.23689,"{'att': 420, 'def': 18}","{'att': 235, 'def': 16}",10,10,0,1,1.5690000000000002,l,2025-01-11 14:30:00,0,0,1,0,0.31731
a,1.15308,1.8213,1.15308,1.8213,"{'att': 209, 'def': 24}","{'att': 185, 'def': 18}",1,7,0,1,0.8828,l,2025-01-15 17:30:00,0,0,1,0,-0.6682199999999998
a,2.23242,0.923964,1.47464,0.923964,"{'att': 345, 'def': 30}","{'att': 190, 'def': 12}",7,7,2,0,2.482,w,2025-01-18 14:30:00,1,0,0,3,0.5506759999999999
