event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,62,62,2372236,2392936,2372235,30,0,1000,0,0,13
2,56,118,3570435,3581417,1982826,35,0,1001,0,0,6
3,51,169,4473361,4481262,1910530,40,44,1004,2,0,15
4,87,256,364794,367868,547619,5,1,1004,0,0,8
5,63,319,312546,315395,172539,5,1,1008,0,0,0
6,50,369,5058405,5060617,449636,45,51,1011,2,0,17
7,77,446,1763930,1770371,320872,15,34,1012,1,0,6
8,75,521,1220181,1224127,220324,15,2,1017,1,0,24
9,43,564,6841854,6852348,317314,60,2,1016,0,0,10
10,78,642,2241885,2246938,273016,20,29,1019,2,0,7
11,66,708,86291,86786,68853,1,18,1020,1,0,5
12,59,767,749256,751874,27658,10,37,1025,1,0,7
13,78,845,17573,18106,2580,1,37,1028,0,0,4
14,63,908,5561991,5570414,5465,45,33,1030,1,0,7
15,62,970,1993094,1998627,3723,20,8,1034,1,0,3
16,83,1053,856655,857705,2867,10,9,1042,2,0,7
17,100,1153,337183,338749,843,5,0,1046,1,0,11
18,48,1201,4678176,4681337,875,40,13,1047,3,0,11
19,57,1258,892736,893849,269,10,2,1049,2,0,10
20,66,1324,469048,472339,123,5,2,1051,0,0,3
21,42,1366,8806430,8809739,391,70,11,1051,1,0,3
22,51,1417,1983716,1986913,225,20,27,1050,1,0,13
23,43,1460,6838138,6842983,209,55,13,1051,2,0,6
24,81,1541,218793,220020,75,5,1,1054,1,0,0
25,67,1608,3297839,3310970,106,30,1,1061,0,0,6
26,68,1676,3145425,3155274,151,25,1,1066,0,0,3
27,52,1728,3394303,3399826,113,30,4,1063,1,0,3
28,79,1807,953097,954652,96,10,5,1063,3,0,0
29,49,1856,7831430,7841622,270,65,5,1065,0,0,4
30,58,1914,1219872,1229752,262,10,5,1068,0,0,14
31,54,1968,2725912,2730063,379,25,16,1068,1,0,0
32,58,2026,2553534,2581634,430,20,42,1056,0,0,11
33,134,2160,42342,48140,136,1,57,1052,1,0,0
34,65,2225,506629,513815,102,5,57,1052,0,0,17
35,51,2276,6556856,6559532,156,55,54,1054,2,0,16
36,77,2353,4020080,4024961,201,35,50,1060,2,0,12
37,16,2369,9470133,9477532,389,75,17,1062,1,0,13
