id,minute,result,X,Y,xG,player,h_a,player_id,situation,season,shotType,match_id,h_team,a_team,h_goals,a_goals,date,player_assisted,lastAction
585092,38,MissedShots,0.7709999847412109,0.7319999694824219,0.016951916739344597,Marwann N&#039;Zuzi,a,12807,OpenPlay,2024,RightFoot,28051,Monaco,Saint-Etienne,1,0,2024-08-17 19:00:00,Ben Old,Pass
586506,45,SavedShot,0.769000015258789,0.24799999237060547,0.009935962967574596,Marwann N&#039;Zuzi,h,12807,OpenPlay,2024,RightFoot,28060,Saint-Etienne,Le Havre,0,2,2024-08-24 19:00:00,,Aerial
