id,name,short_name,created,closed,rank,max_entries,league_type,scoring,admin_entry,start_event,entry_can_leave,entry_can_admin,entry_can_invite,has_cup,cup_league,cup_qualified,rank_count,entry_percentile_rank,active_phases,featured_entry_ids,entry_rank,entry_last_rank
1,Arsenal,team-1,2025-07-20T23:14:28.319976Z,False,,,s,c,,1,False,False,False,True,2849439.0,True,1289497,1,"[{'phase': 1, 'rank': 54, 'last_rank': 68, 'rank_sort': 54, 'total': 2370, 'league_id': 1, 'rank_count': 1289497, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 244090, 'last_rank': 303834, 'rank_sort': 244199, 'total': 169, 'league_id': 1, 'rank_count': 1289497, 'entry_percentile_rank': 20}]",[],54,68
261,England,region-241,2025-07-20T23:14:32.999318Z,False,,,s,c,,1,False,False,False,True,2837110.0,True,3435923,1,"[{'phase': 1, 'rank': 143, 'last_rank': 164, 'rank_sort': 143, 'total': 2370, 'league_id': 261, 'rank_count': 3435923, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 703957, 'last_rank': 743287, 'rank_sort': 704405, 'total': 169, 'league_id': 261, 'rank_count': 3435924, 'entry_percentile_rank': 25}]",[],143,164
276,Gameweek 1,event-1,2025-07-20T23:14:33.264422Z,False,,,s,c,,1,False,False,False,False,,,9447133,1,"[{'phase': 1, 'rank': 386, 'last_rank': 447, 'rank_sort': 386, 'total': 2370, 'league_id': 276, 'rank_count': 9447133, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 2012608, 'last_rank': 2170801, 'rank_sort': 2013687, 'total': 169, 'league_id': 276, 'rank_count': 9424753, 'entry_percentile_rank': 25}]",[],386,447
314,Overall,overall,2025-07-20T23:14:33.933835Z,False,,,s,c,,1,False,False,False,True,2815434.0,True,12983980,1,"[{'phase': 1, 'rank': 386, 'last_rank': 448, 'rank_sort': 386, 'total': 2370, 'league_id': 314, 'rank_count': 12983980, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 2309665, 'last_rank': 2578591, 'rank_sort': 2310744, 'total': 169, 'league_id': 314, 'rank_count': 12983975, 'entry_percentile_rank': 20}]",[],386,448
321,Sky Sports League,brd-skysports,2025-07-20T23:14:34.060791Z,False,,,s,c,,1,False,False,False,True,2837111.0,True,3896318,1,"[{'phase': 1, 'rank': 156, 'last_rank': 185, 'rank_sort': 156, 'total': 2370, 'league_id': 321, 'rank_count': 3896318, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 795326, 'last_rank': 838939, 'rank_sort': 795834, 'total': 169, 'league_id': 321, 'rank_count': 3896319, 'entry_percentile_rank': 25}]",[],156,185
333,Second Chance,sc,2025-07-20T23:14:34.276586Z,False,,,s,c,,21,False,False,False,False,,,12983978,1,"[{'phase': 1, 'rank': 4285, 'last_rank': 4915, 'rank_sort': 4295, 'total': 1118, 'league_id': 333, 'rank_count': 12983978, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 2309665, 'last_rank': 2578591, 'rank_sort': 2310744, 'total': 169, 'league_id': 333, 'rank_count': 12983975, 'entry_percentile_rank': 20}]",[],4285,4915
335,Top 10% 24/25 League,top-10%,2025-07-20T23:14:34.311517Z,False,,,s,c,,1,False,False,False,True,2849447.0,True,1062651,1,"[{'phase': 1, 'rank': 216, 'last_rank': 252, 'rank_sort': 216, 'total': 2370, 'league_id': 335, 'rank_count': 1062651, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 373335, 'last_rank': 403542, 'rank_sort': 373910, 'total': 169, 'league_id': 335, 'rank_count': 1062617, 'entry_percentile_rank': 40}]",[],216,252
11645,ALLSORTS 25/26,,2025-07-21T11:58:48.055503Z,True,,,x,c,58438.0,1,False,False,False,True,2929838.0,True,166,1,"[{'phase': 1, 'rank': 1, 'last_rank': 1, 'rank_sort': 1, 'total': 2370, 'league_id': 11645, 'rank_count': 166, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 65, 'last_rank': 61, 'rank_sort': 65, 'total': 169, 'league_id': 11645, 'rank_count': 166, 'entry_percentile_rank': 40}]",[],1,1
242485,SS&C CSV 25/26,,2025-07-23T07:16:28.167786Z,False,,,x,c,239831.0,1,False,True,True,True,3044489.0,True,19,10,"[{'phase': 1, 'rank': 1, 'last_rank': 1, 'rank_sort': 1, 'total': 2370, 'league_id': 242485, 'rank_count': 19, 'entry_percentile_rank': 10}, {'phase': 11, 'rank': 4, 'last_rank': 2, 'rank_sort': 4, 'total': 169, 'league_id': 242485, 'rank_count': 19, 'entry_percentile_rank': 25}]",[],1,1
360085,Banter With Jordan Henderson,,2025-07-25T08:56:17.319920Z,False,,,x,c,194260.0,1,False,False,False,True,3381669.0,True,14,10,"[{'phase': 1, 'rank': 1, 'last_rank': 1, 'rank_sort': 1, 'total': 2370, 'league_id': 360085, 'rank_count': 14, 'entry_percentile_rank': 10}, {'phase': 11, 'rank': 7, 'last_rank': 7, 'rank_sort': 7, 'total': 169, 'league_id': 360085, 'rank_count': 14, 'entry_percentile_rank': 50}]",[],1,1
2140131,THE PRIME FPL CHAMPIONSHIP,,2025-08-15T18:51:21.417110Z,False,,,x,c,249080.0,2,False,False,False,True,2879798.0,True,93341,1,"[{'phase': 1, 'rank': 9, 'last_rank': 12, 'rank_sort': 9, 'total': 2320, 'league_id': 2140131, 'rank_count': 93341, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 25884, 'last_rank': 26816, 'rank_sort': 25948, 'total': 169, 'league_id': 2140131, 'rank_count': 93340, 'entry_percentile_rank': 30}]",[],9,12
