season_name,total_points,rank
2015/16,1877,1365283
2016/17,2102,235914
2017/18,2117,406255
2018/19,2137,577897
2019/20,1787,4420594
2022/23,2562,42144
2023/24,2416,295818
2024/25,2512,99432
