element_in,element_in_cost,element_out,element_out_cost,entry,event,time
136,73,249,75,674894,37,2026-05-10T13:55:55.465811Z
1,61,139,45,674894,37,2026-05-10T13:54:26.743060Z
16,98,235,104,674894,36,2026-05-05T20:55:14.170146Z
5,72,72,49,674894,35,2026-04-30T08:55:47.340618Z
387,71,450,80,674894,34,2026-04-24T16:33:57.231126Z
683,41,539,40,674894,34,2026-04-24T16:33:57.230816Z
717,65,329,60,674894,34,2026-04-24T15:13:38.372702Z
539,40,694,45,674894,34,2026-04-24T15:13:38.372475Z
502,46,670,48,674894,34,2026-04-24T15:13:38.372194Z
21,72,717,65,674894,34,2026-04-24T05:29:54.814304Z
694,45,291,57,674894,34,2026-04-23T07:08:05.384835Z
1,60,253,51,674894,34,2026-04-23T07:08:05.384486Z
253,51,341,39,674894,34,2026-04-22T06:37:35.193024Z
670,48,1,60,674894,34,2026-04-22T06:37:35.192796Z
717,65,299,62,674894,34,2026-04-22T06:34:22.062658Z
603,41,575,44,674894,34,2026-04-22T06:34:22.062347Z
373,62,6,61,674894,34,2026-04-21T09:55:02.580134Z
449,103,119,85,674894,34,2026-04-20T11:13:06.720266Z
575,44,373,62,674894,34,2026-04-20T11:13:06.720052Z
252,40,691,56,674894,34,2026-04-20T11:11:29.065787Z
624,77,430,144,674894,34,2026-04-20T11:11:29.065597Z
596,72,249,77,674894,34,2026-04-20T11:11:29.065390Z
329,60,449,98,674894,34,2026-04-20T11:11:29.065194Z
381,140,267,63,674894,34,2026-04-20T11:11:29.064966Z
119,85,235,105,674894,34,2026-04-20T11:11:29.064751Z
299,62,84,54,674894,34,2026-04-20T11:11:29.064558Z
450,80,82,80,674894,34,2026-04-20T11:11:29.064362Z
291,57,411,50,674894,34,2026-04-20T11:11:29.064147Z
373,62,343,43,674894,34,2026-04-20T11:11:29.063854Z
568,51,151,45,674894,34,2026-04-20T11:11:29.063508Z
6,61,77,42,674894,34,2026-04-20T11:11:29.063088Z
5,71,72,49,674894,34,2026-04-20T11:11:29.062816Z
1,60,139,45,674894,34,2026-04-20T11:11:29.062543Z
343,43,5,72,674894,32,2026-04-10T17:00:10.977958Z
5,72,343,43,674894,32,2026-04-10T16:59:41.022632Z
343,43,5,72,674894,32,2026-04-10T16:57:07.231476Z
5,72,343,43,674894,32,2026-04-10T16:56:10.994988Z
77,42,148,44,674894,32,2026-04-10T14:40:14.126383Z
148,44,77,42,674894,32,2026-04-10T14:38:16.957978Z
343,43,5,72,674894,32,2026-04-08T16:20:54.565839Z
5,72,148,44,674894,32,2026-04-08T16:03:14.602501Z
267,63,160,55,674894,32,2026-04-07T21:05:00.753209Z
148,44,224,60,674894,32,2026-04-07T21:05:00.752954Z
160,55,783,55,674894,32,2026-04-06T17:23:35.201282Z
691,56,661,90,674894,32,2026-04-06T17:05:09.483700Z
249,78,467,42,674894,32,2026-04-06T17:05:09.483482Z
430,144,136,73,674894,32,2026-04-06T17:05:09.483248Z
783,55,485,73,674894,32,2026-04-06T17:05:09.483041Z
84,54,387,68,674894,32,2026-04-06T17:05:09.482808Z
235,106,329,57,674894,32,2026-04-06T17:05:09.482605Z
151,45,684,50,674894,32,2026-04-06T17:05:09.482394Z
224,60,373,61,674894,32,2026-04-06T17:05:09.482163Z
77,42,317,45,674894,32,2026-04-06T17:05:09.481879Z
411,50,5,71,674894,32,2026-04-06T17:05:09.481543Z
341,39,470,40,674894,32,2026-04-06T17:05:09.481122Z
139,45,1,57,674894,32,2026-04-06T17:05:09.480786Z
136,73,430,144,674894,31,2026-03-19T18:07:14.627457Z
485,73,237,66,674894,31,2026-03-19T18:07:14.626956Z
684,50,226,55,674894,31,2026-03-19T18:07:14.620362Z
373,60,260,49,674894,28,2026-02-23T21:18:08.023933Z
82,79,21,75,674894,27,2026-02-12T11:54:25.902579Z
5,71,8,64,674894,26,2026-02-06T20:06:22.033440Z
21,75,16,99,674894,25,2026-02-06T17:37:05.698197Z
226,56,151,45,674894,24,2026-01-29T17:28:36.799606Z
449,94,414,82,674894,24,2026-01-25T19:10:42.408861Z
237,66,450,79,674894,24,2026-01-25T19:05:18.901501Z
467,42,337,62,674894,21,2026-01-04T17:20:11.247008Z
16,103,160,60,674894,21,2026-01-04T17:20:11.240925Z
387,66,82,76,674894,19,2025-12-30T17:46:17.504783Z
450,79,449,92,674894,18,2025-12-21T21:40:28.640352Z
661,88,136,68,674894,18,2025-12-21T01:49:14.952154Z
82,75,16,102,674894,17,2025-12-17T20:17:11.211101Z
329,54,427,52,674894,16,2025-12-13T10:50:06.021723Z
