event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,66,66,1560764,1567616,1560765,20,5,1000,0,0,3
2,45,111,7253639,7256759,3324047,70,0,1001,1,0,7
3,63,170,1164700,1166100,1838059,15,49,1002,2,4,4
4,85,255,515888,517699,602230,5,49,1003,0,0,4
5,53,308,1965772,1968308,418966,20,36,1004,1,0,6
6,79,387,324566,325447,139731,5,56,1004,1,0,4
7,65,452,4977295,4980216,227765,45,9,1004,1,0,6
8,83,535,403844,405181,92396,5,2,1004,0,0,8
9,47,582,5623980,5626212,117608,50,66,1008,1,0,6
10,71,653,4397696,4401227,154328,40,34,1012,1,0,12
11,57,710,449046,450361,60052,5,34,1015,0,0,7
12,44,754,4044252,4046972,63301,35,8,1015,2,0,6
13,61,811,365326,365584,30609,5,5,1017,2,4,1
14,74,885,2190069,2192888,26270,20,5,1018,1,0,3
15,69,954,909301,910420,11733,10,13,1023,1,0,5
16,76,1030,1864222,1865097,13375,15,3,1035,2,0,10
17,105,1135,171942,172051,3301,5,6,1040,4,0,0
18,58,1193,1472608,1473771,1622,15,16,1044,1,0,11
19,45,1238,4193413,4196827,1290,35,12,1044,1,0,18
20,71,1309,228441,229072,393,5,1,1044,1,0,10
21,80,1389,60513,60618,81,1,18,1043,1,0,8
22,41,1430,5907189,5911554,92,50,26,1048,1,0,12
23,50,1480,3732682,3735070,48,30,33,1050,1,0,0
24,76,1556,570105,571305,32,5,21,1048,1,0,20
25,64,1620,4670499,4673921,51,40,7,1051,1,0,6
26,65,1685,4304500,4307271,80,35,2,1050,1,0,7
27,33,1718,11764544,11765669,224,95,0,1049,1,0,13
28,94,1812,53007,53208,76,1,9,1045,0,0,2
29,50,1862,7545442,7549675,187,60,9,1050,0,0,14
30,62,1924,654529,658413,146,10,9,1056,0,0,24
31,65,1989,757459,758816,129,10,29,1058,1,0,5
32,61,2050,2044681,2045021,114,20,9,1053,3,0,10
33,108,2158,597569,600096,160,5,9,1050,0,0,14
34,60,2214,1023473,1024231,217,10,0,1050,2,4,0
35,63,2277,2132335,2134359,154,20,9,1055,1,0,18
36,63,2336,7564525,7565184,566,60,10,1055,2,4,12
37,22,2358,7134158,7137671,691,55,23,1055,1,0,23
