season_name,total_points,rank
2010/11,1775,726930
2011/12,2040,100568
2012/13,1629,1706719
2013/14,1996,1055359
2014/15,1789,1168909
2015/16,2176,66278
2016/17,2304,10424
2017/18,2121,384324
2018/19,1960,2372081
2019/20,1993,1972586
2020/21,2085,1825193
2022/23,2079,4248403
2023/24,2008,4689993
2024/25,2252,2111602
