id,name,short_name,created,closed,rank,max_entries,league_type,scoring,admin_entry,start_event,entry_can_leave,entry_can_admin,entry_can_invite,has_cup,cup_league,cup_qualified,rank_count,entry_percentile_rank,active_phases,featured_entry_ids,entry_rank,entry_last_rank
101,Ghana,region-81,2025-07-20T23:14:30.110513Z,False,,,s,c,,1,False,False,False,True,2872799.0,True,168873,1,"[{'phase': 1, 'rank': 1, 'last_rank': 1, 'rank_sort': 1, 'total': 2362, 'league_id': 101, 'rank_count': 168873, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 29233, 'last_rank': 20789, 'rank_sort': 29324, 'total': 167, 'league_id': 101, 'rank_count': 168873, 'entry_percentile_rank': 20}]",[],1,1
276,Gameweek 1,event-1,2025-07-20T23:14:33.264422Z,False,,,s,c,,1,False,False,False,False,,,9447133,1,"[{'phase': 1, 'rank': 523, 'last_rank': 452, 'rank_sort': 524, 'total': 2362, 'league_id': 276, 'rank_count': 9447133, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 2266537, 'last_rank': 1542613, 'rank_sort': 2276975, 'total': 167, 'league_id': 276, 'rank_count': 9424753, 'entry_percentile_rank': 25}]",[],523,452
314,Overall,overall,2025-07-20T23:14:33.933835Z,False,,,s,c,,1,False,False,False,True,2815434.0,True,12983980,1,"[{'phase': 1, 'rank': 523, 'last_rank': 453, 'rank_sort': 524, 'total': 2362, 'league_id': 314, 'rank_count': 12983980, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 2611788, 'last_rank': 1818222, 'rank_sort': 2622226, 'total': 167, 'league_id': 314, 'rank_count': 12983975, 'entry_percentile_rank': 25}]",[],523,453
325,SuperSport League,brd-supersport,2025-07-20T23:14:34.131957Z,False,,,s,c,,1,False,False,False,True,2849438.0,True,1957655,1,"[{'phase': 1, 'rank': 21, 'last_rank': 19, 'rank_sort': 21, 'total': 2362, 'league_id': 325, 'rank_count': 1957655, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 353235, 'last_rank': 231098, 'rank_sort': 354242, 'total': 167, 'league_id': 325, 'rank_count': 1957654, 'entry_percentile_rank': 20}]",[],21,19
333,Second Chance,sc,2025-07-20T23:14:34.276586Z,False,,,s,c,,21,False,False,False,False,,,12983978,1,"[{'phase': 1, 'rank': 223, 'last_rank': 126, 'rank_sort': 224, 'total': 1152, 'league_id': 333, 'rank_count': 12983978, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 2611788, 'last_rank': 1818222, 'rank_sort': 2622226, 'total': 167, 'league_id': 333, 'rank_count': 12983975, 'entry_percentile_rank': 25}]",[],223,126
105558,"Legends "" Ala'a As ™ "" ❄️",,2025-07-21T18:06:31.046580Z,False,,,x,c,34013.0,1,False,False,True,True,2919657.0,True,732,1,"[{'phase': 1, 'rank': 1, 'last_rank': 1, 'rank_sort': 1, 'total': 2362, 'league_id': 105558, 'rank_count': 732, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 277, 'last_rank': 186, 'rank_sort': 277, 'total': 167, 'league_id': 105558, 'rank_count': 732, 'entry_percentile_rank': 40}]",[],1,1
259590,Matchday Masters,,2025-07-23T12:25:09.010983Z,False,,,x,c,1484399.0,1,False,False,False,True,2938249.0,True,117,1,"[{'phase': 1, 'rank': 1, 'last_rank': 1, 'rank_sort': 1, 'total': 2362, 'league_id': 259590, 'rank_count': 117, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 43, 'last_rank': 20, 'rank_sort': 43, 'total': 167, 'league_id': 259590, 'rank_count': 117, 'entry_percentile_rank': 40}]",[],1,1
271256,No Club No Game,,2025-07-23T15:33:28.802415Z,False,,,x,c,1541110.0,1,False,False,False,True,2911609.0,True,2369,1,"[{'phase': 1, 'rank': 1, 'last_rank': 1, 'rank_sort': 1, 'total': 2362, 'league_id': 271256, 'rank_count': 2369, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 623, 'last_rank': 410, 'rank_sort': 623, 'total': 167, 'league_id': 271256, 'rank_count': 2369, 'entry_percentile_rank': 30}]",[],1,1
495292,ملوك الفانتازي- Fantasyking 👑,,2025-07-28T13:48:45.621187Z,False,,,x,c,802679.0,1,False,False,False,True,2931725.0,True,136,1,"[{'phase': 1, 'rank': 1, 'last_rank': 1, 'rank_sort': 1, 'total': 2362, 'league_id': 495292, 'rank_count': 136, 'entry_percentile_rank': 1}, {'phase': 11, 'rank': 48, 'last_rank': 37, 'rank_sort': 48, 'total': 167, 'league_id': 495292, 'rank_count': 136, 'entry_percentile_rank': 40}]",[],1,1
547960,Lets have fun,,2025-07-29T14:48:18.042078Z,False,,,x,c,1693051.0,1,False,False,False,True,2975409.0,True,46,5,"[{'phase': 1, 'rank': 1, 'last_rank': 1, 'rank_sort': 1, 'total': 2362, 'league_id': 547960, 'rank_count': 46, 'entry_percentile_rank': 5}, {'phase': 11, 'rank': 17, 'last_rank': 10, 'rank_sort': 17, 'total': 167, 'league_id': 547960, 'rank_count': 46, 'entry_percentile_rank': 40}]",[],1,1
