name,time,event
3xc,2025-11-23T19:23:02.506698Z,13
freehit,2025-12-08T12:10:25.224925Z,16
wildcard,2025-12-14T16:04:46.314272Z,17
bboost,2025-12-26T13:43:08.453785Z,18
3xc,2026-02-10T14:04:22.279763Z,26
wildcard,2026-04-09T07:27:38.804084Z,32
bboost,2026-04-11T19:56:54.230774Z,33
freehit,2026-04-19T08:07:15.050212Z,34
