h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
a,0.993374,1.5127,0.993374,1.5127,"{'att': 156, 'def': 29}","{'att': 249, 'def': 17}",3,10,1,2,0.9138,l,2023-08-12 18:00:00,0,0,1,0,-0.519326
h,2.41479,0.399613,2.41479,0.399613,"{'att': 271, 'def': 27}","{'att': 241, 'def': 18}",6,5,2,0,2.8439999999999994,w,2023-08-20 13:00:00,1,0,0,3,2.015177
a,1.8496,1.42165,1.08951,1.42165,"{'att': 187, 'def': 32}","{'att': 186, 'def': 15}",2,9,3,1,1.7090999999999998,w,2023-08-27 13:00:00,1,0,0,3,-0.3321400000000001
a,0.859494,1.14763,0.859494,1.14763,"{'att': 163, 'def': 31}","{'att': 294, 'def': 12}",13,3,2,2,1.1054,d,2023-09-03 13:00:00,0,1,0,1,-0.28813599999999995
h,1.97443,1.56067,1.97443,1.56067,"{'att': 147, 'def': 24}","{'att': 199, 'def': 29}",2,6,1,2,1.7124,l,2023-09-17 13:00:00,0,0,1,0,0.4137599999999999
a,1.21818,1.41766,1.21818,1.41766,"{'att': 411, 'def': 21}","{'att': 167, 'def': 14}",4,11,2,1,1.2161,w,2023-09-26 19:00:00,1,0,0,3,-0.19947999999999988
h,1.99596,0.389915,1.99596,0.389915,"{'att': 296, 'def': 26}","{'att': 308, 'def': 25}",4,1,2,0,2.6149,w,2023-10-01 11:00:00,1,0,0,3,1.606045
h,1.99785,1.74741,1.23776,1.74741,"{'att': 228, 'def': 27}","{'att': 215, 'def': 32}",7,6,1,3,1.5477999999999998,l,2023-10-07 19:00:00,0,0,1,0,-0.5096499999999999
a,0.96583,0.900833,0.96583,0.900833,"{'att': 246, 'def': 29}","{'att': 266, 'def': 29}",6,5,1,1,1.3820999999999999,d,2023-10-22 13:00:00,0,1,0,1,0.06499699999999997
h,0.981549,0.412238,0.981549,0.412238,"{'att': 256, 'def': 40}","{'att': 322, 'def': 14}",9,6,1,0,1.9031,w,2023-10-28 15:00:00,1,0,0,3,0.569311
a,1.7428,1.54695,1.7428,1.54695,"{'att': 215, 'def': 13}","{'att': 302, 'def': 17}",9,10,1,0,1.5447000000000002,w,2023-11-05 14:00:00,1,0,0,3,0.19584999999999986
h,1.54396,2.64035,1.54396,2.64035,"{'att': 374, 'def': 30}","{'att': 165, 'def': 26}",5,8,0,3,0.6746000000000001,l,2023-11-11 16:00:00,0,0,1,0,-1.0963900000000002
a,2.24931,1.93506,2.24931,1.93506,"{'att': 157, 'def': 26}","{'att': 280, 'def': 22}",8,5,1,3,1.5801999999999998,l,2023-11-26 16:05:00,0,0,1,0,0.3142499999999999
h,1.93212,1.82995,1.93212,1.06985,"{'att': 270, 'def': 25}","{'att': 283, 'def': 16}",6,5,2,1,1.4284,w,2023-12-01 19:00:00,1,0,0,3,0.8622700000000001
a,1.13313,1.2751,1.13313,1.2751,"{'att': 306, 'def': 23}","{'att': 245, 'def': 28}",8,2,1,2,1.2398,l,2023-12-10 12:00:00,0,0,1,0,-0.14196999999999993
a,0.876139,1.26773,0.876139,1.26773,"{'att': 252, 'def': 21}","{'att': 290, 'def': 24}",5,4,0,2,0.9808999999999999,l,2023-12-16 20:00:00,0,0,1,0,-0.391591
h,1.4252,0.459561,1.4252,0.459561,"{'att': 225, 'def': 23}","{'att': 350, 'def': 12}",13,5,1,0,2.153,w,2023-12-20 20:00:00,1,0,0,3,0.965639
a,1.91585,1.02592,1.91585,1.02592,"{'att': 312, 'def': 15}","{'att': 206, 'def': 33}",1,8,3,1,2.0707,w,2024-01-13 16:00:00,1,0,0,3,0.8899300000000001
h,1.21383,1.40977,1.21383,0.649676,"{'att': 284, 'def': 11}","{'att': 269, 'def': 35}",5,1,0,0,1.1315,d,2024-01-28 14:00:00,0,1,0,1,0.5641539999999999
h,2.02418,1.74173,2.02418,0.981634,"{'att': 169, 'def': 24}","{'att': 288, 'def': 28}",7,8,2,3,1.565,l,2024-02-04 14:00:00,0,0,1,0,1.0425459999999998
a,1.17008,2.29027,1.17008,2.29027,"{'att': 205, 'def': 30}","{'att': 310, 'def': 16}",9,6,0,2,0.6412,l,2024-02-11 14:00:00,0,0,1,0,-1.12019
h,1.04087,1.45983,1.04087,1.45983,"{'att': 267, 'def': 22}","{'att': 317, 'def': 16}",0,4,1,1,1.0179999999999998,d,2024-02-18 16:05:00,0,1,0,1,-0.41896
a,3.16987,1.71847,2.40978,0.958372,"{'att': 233, 'def': 15}","{'att': 241, 'def': 21}",6,1,2,1,2.3488,w,2024-02-25 14:00:00,1,0,0,3,1.451408
h,0.533658,1.08259,0.533658,1.08259,"{'att': 207, 'def': 20}","{'att': 279, 'def': 25}",3,2,0,1,0.764,l,2024-03-02 16:00:00,0,0,1,0,-0.548932
a,1.51893,1.53515,1.51893,1.53515,"{'att': 371, 'def': 33}","{'att': 197, 'def': 28}",5,10,2,2,1.409,d,2024-03-10 12:00:00,0,1,0,1,-0.016220000000000123
h,1.57996,1.12407,1.57996,1.12407,"{'att': 126, 'def': 25}","{'att': 261, 'def': 7}",7,3,2,1,1.7174,w,2024-03-17 14:00:00,1,0,0,3,0.45589000000000013
a,1.48533,2.12533,1.48533,2.12533,"{'att': 314, 'def': 25}","{'att': 175, 'def': 26}",7,11,1,1,0.9163000000000001,d,2024-03-30 20:00:00,0,1,0,1,-0.6399999999999999
h,0.537635,1.92153,0.537635,1.92153,"{'att': 257, 'def': 26}","{'att': 280, 'def': 25}",7,8,0,0,0.3912,d,2024-04-07 13:00:00,0,1,0,1,-1.3838949999999999
a,0.739073,2.30507,0.739073,1.54497,"{'att': 234, 'def': 31}","{'att': 321, 'def': 19}",1,3,1,3,0.324,l,2024-04-13 15:00:00,0,0,1,0,-0.805897
h,1.31942,1.35565,1.31942,1.35565,"{'att': 183, 'def': 22}","{'att': 177, 'def': 15}",5,2,1,2,1.2973000000000001,l,2024-04-21 13:00:00,0,0,1,0,-0.036229999999999984
a,0.875188,2.56811,0.875188,1.04792,"{'att': 231, 'def': 23}","{'att': 234, 'def': 18}",6,8,1,4,0.26990000000000003,l,2024-04-28 13:00:00,0,0,1,0,-0.172732
a,0.432216,1.34751,0.432216,1.34751,"{'att': 300, 'def': 18}","{'att': 172, 'def': 24}",4,2,1,1,0.584,d,2024-05-10 19:00:00,0,1,0,1,-0.915294
h,0.879349,1.81257,0.879349,1.81257,"{'att': 312, 'def': 27}","{'att': 175, 'def': 24}",6,6,1,0,0.6738999999999999,w,2024-05-15 19:00:00,1,0,0,3,-0.933221
h,1.39024,1.25648,0.630144,1.25648,"{'att': 329, 'def': 21}","{'att': 202, 'def': 31}",0,10,2,1,1.5333,w,2024-05-19 19:00:00,1,0,0,3,-0.626336
