event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,59,59,3111857,3112051,3111856,35,5,1000,0,0,5
2,53,112,4480945,4481162,3032052,45,5,1001,0,0,13
3,43,155,7431533,7431569,4014998,70,30,1004,1,0,7
4,74,229,2575654,2575669,2756625,25,0,1004,2,0,7
5,67,296,127409,127432,901211,5,2,1002,0,0,22
6,74,370,646016,646041,420513,10,2,1007,0,0,4
7,63,433,5394519,5394555,630392,45,2,1012,0,0,6
8,72,505,1812706,1812714,508743,15,15,1015,3,0,11
9,40,541,8384673,8384807,892806,70,12,1017,2,4,2
10,81,622,1481259,1481340,669354,15,0,1021,1,0,6
11,44,666,3220461,3220541,588061,30,0,1022,0,0,3
12,57,723,972746,972786,321889,10,13,1021,1,0,3
13,61,784,365326,365335,143255,5,0,1018,2,0,5
14,84,868,521034,521040,68960,5,0,1020,0,0,2
15,64,932,1641604,1641636,44725,15,0,1020,2,0,17
16,76,1008,1802587,1802603,46447,15,0,1024,0,0,5
17,94,1102,756133,756149,24584,10,6,1029,1,0,13
18,68,1170,354486,354490,7485,5,1,1031,4,0,0
19,49,1219,2724146,2724184,4679,25,0,1032,2,0,12
20,53,1272,2446071,2446122,4755,20,0,1034,0,0,10
21,59,1331,2578775,2578856,4135,25,0,1035,0,0,11
22,38,1369,7608353,7608399,5382,60,5,1034,2,0,15
23,53,1422,2728997,2729047,2681,25,35,1035,1,0,26
24,69,1491,1718301,1718352,2272,15,8,1037,2,0,3
25,67,1558,3297839,3297920,2940,30,8,1039,0,0,2
26,73,1631,2061246,2061269,2435,20,3,1040,2,0,4
27,46,1677,5681550,5681702,2682,45,3,1038,0,0,16
28,76,1753,1329512,1329565,2590,15,11,1038,2,0,3
29,82,1835,642456,642478,929,5,11,1039,0,0,6
30,50,1885,3636663,3636683,1431,30,5,1040,2,0,15
31,53,1938,2936426,2936483,2112,25,15,1044,1,0,5
32,70,2008,512082,512157,1161,5,1,1039,0,0,12
33,126,2134,157462,157478,692,5,21,1040,1,0,0
34,54,2188,1751042,1751129,940,15,21,1040,0,0,18
35,61,2249,2475397,2475551,716,20,21,1043,0,0,6
36,82,2331,2797753,2797823,717,25,14,1049,2,0,12
37,21,2352,7506132,7506208,928,60,10,1052,1,0,11
