event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,85,85,81211,97907,81211,1,0,1000,0,0,13
2,50,135,5479611,5617458,371570,55,0,1001,0,0,8
3,68,203,480410,507713,73883,5,0,1007,0,0,18
4,84,287,660525,681939,28919,10,10,1008,1,0,10
5,66,353,160173,178981,5189,5,10,1014,0,0,18
6,76,429,551635,559087,2537,5,8,1015,3,0,11
7,69,498,3889804,3925838,5613,35,0,1021,2,0,12
8,65,563,3382929,3488220,10459,30,0,1027,0,0,19
9,35,598,10029644,10169944,39896,85,0,1028,0,0,25
10,87,685,592819,609168,20301,5,10,1028,2,0,12
11,41,726,4518598,4724027,20238,40,10,1030,0,0,4
12,36,762,7262352,7279460,39040,60,17,1031,3,0,6
13,57,819,593162,603351,18230,5,13,1031,1,0,5
14,97,916,52921,55148,3142,1,2,1035,1,0,3
15,74,990,485919,495070,889,5,6,1038,1,0,1
16,65,1055,4699844,4725286,2588,40,9,1046,4,0,4
17,67,1122,6816512,6841111,7775,55,15,1048,2,0,7
18,51,1173,3395265,3438197,6387,30,26,1048,1,0,14
19,47,1220,3124540,3297431,4372,25,26,1049,0,0,2
20,53,1273,2446071,2564523,4468,20,26,1047,0,0,6
21,69,1342,679579,686837,2157,10,17,1046,3,0,17
22,34,1376,9283868,9484952,3598,75,17,1049,0,0,21
23,47,1423,4636809,4845531,2530,40,17,1051,0,0,12
24,64,1487,3147046,3166251,2916,25,2,1042,3,0,23
25,74,1561,1327393,1423943,2486,15,2,1042,0,0,7
26,54,1615,8012562,8179507,5900,65,2,1044,0,0,5
27,41,1656,8304160,8559971,8508,65,2,1046,0,0,5
28,62,1718,4023096,4139853,15586,35,2,1050,0,0,3
29,65,1783,3615568,3637799,14586,30,21,1049,2,0,16
30,62,1845,654529,705858,11263,10,21,1053,0,0,8
31,53,1898,2988424,3001733,15250,25,16,1051,3,0,3
32,64,1962,1256408,1347685,11805,10,16,1052,0,0,8
33,90,2052,1859114,1868731,27913,15,17,1051,3,0,6
34,63,2115,657018,704122,23888,10,17,1052,0,0,5
35,89,2204,24666,25318,6552,1,16,1054,2,0,6
36,120,2324,3402,3586,1044,1,8,1053,1,0,0
37,30,2354,4261306,4301183,844,35,7,1054,1,0,7
