element,position,multiplier,player_name
469,1,1,Nick Pope
373,2,1,Virgil van Dijk
224,3,1,Marc Cucurella Saseta
5,4,1,Gabriel dos Santos Magalhães
260,5,1,Marc Guéhi
413,6,1,Omar Marmoush
427,7,1,Tijjani Reijnders
516,8,1,Callum Hudson-Odoi
266,9,1,Eberechi Eze
661,10,1,Hugo Ekitiké
430,11,2,Erling Haaland
470,12,0,Martin Dúbravka
477,13,0,Tino Livramento
449,14,0,Bruno Borges Fernandes
562,15,0,Ahmed Abdullahi
