season_name,total_points,rank
2016/17,2213,55672
2017/18,2005,1134962
2018/19,2257,120251
2019/20,2262,106849
2020/21,2408,74921
2021/22,2106,1873545
2022/23,2102,3953106
2023/24,2073,3882670
2024/25,2371,792170
