name,time,event
freehit,2025-08-31T18:08:48.152319Z,4
3xc,2025-09-26T18:20:29.738266Z,6
wildcard,2025-11-22T11:50:55.432255Z,13
bboost,2025-12-20T11:48:11.826566Z,18
3xc,2026-02-07T08:37:08.410495Z,26
wildcard,2026-04-08T23:02:25.072678Z,32
bboost,2026-04-10T18:29:27.227152Z,33
freehit,2026-04-18T18:52:59.888461Z,34
