element_in,element_in_cost,element_out,element_out_cost,entry,event,time
6,61,373,61,1280365,35,2026-04-28T21:32:40.334153Z
447,37,694,45,1280365,34,2026-04-23T08:02:31.019977Z
253,51,1,57,1280365,34,2026-04-23T08:00:07.647117Z
499,103,283,76,1280365,34,2026-04-23T07:58:49.458540Z
6,61,36,47,1280365,34,2026-04-23T07:58:49.458200Z
283,76,430,144,1280365,34,2026-04-23T07:56:14.993290Z
64,87,100,46,1280365,34,2026-04-23T07:56:14.993083Z
515,75,242,50,1280365,34,2026-04-23T07:56:14.992866Z
547,48,235,105,1280365,34,2026-04-23T07:56:14.992639Z
47,74,163,51,1280365,34,2026-04-23T07:56:14.992432Z
329,60,82,79,1280365,34,2026-04-23T07:56:14.992215Z
36,47,260,51,1280365,34,2026-04-23T07:56:14.992005Z
508,48,151,45,1280365,34,2026-04-23T07:56:14.991776Z
694,45,72,50,1280365,34,2026-04-23T07:56:14.991548Z
287,56,139,45,1280365,34,2026-04-23T07:56:14.991239Z
151,45,473,53,1280365,33,2026-04-13T11:34:05.315408Z
430,144,661,91,1280365,32,2026-04-10T00:55:04.697388Z
163,51,324,63,1280365,32,2026-04-10T00:55:04.692323Z
473,53,8,63,1280365,31,2026-03-15T18:31:09.057540Z
324,63,267,63,1280365,29,2026-03-03T11:57:23.630130Z
235,106,381,140,1280365,29,2026-03-02T07:25:07.108749Z
100,47,691,57,1280365,29,2026-03-02T07:17:54.656454Z
381,140,84,53,1280365,29,2026-03-02T07:17:54.656086Z
139,45,253,50,1280365,29,2026-03-02T07:17:54.655599Z
691,57,100,47,1280365,29,2026-03-02T07:13:37.723031Z
84,53,83,59,1280365,29,2026-03-02T07:13:37.722757Z
83,59,120,69,1280365,29,2026-03-02T07:09:58.411231Z
253,50,470,40,1280365,29,2026-03-02T01:17:35.964348Z
100,47,654,61,1280365,29,2026-03-02T01:11:42.770659Z
661,90,252,41,1280365,29,2026-03-02T01:11:42.770432Z
267,64,381,140,1280365,29,2026-03-02T01:11:42.770236Z
120,69,237,66,1280365,29,2026-03-02T01:11:42.770038Z
242,50,21,75,1280365,29,2026-03-02T01:11:42.769831Z
72,49,694,44,1280365,29,2026-03-02T01:11:42.769562Z
373,61,317,45,1280365,29,2026-03-02T01:11:42.769343Z
8,63,226,54,1280365,29,2026-03-02T01:11:42.769069Z
260,52,295,46,1280365,28,2026-02-22T23:30:33.730209Z
654,61,430,144,1280365,27,2026-02-17T12:03:16.225011Z
381,140,488,68,1280365,27,2026-02-17T12:03:16.215672Z
21,75,16,100,1280365,25,2026-02-04T10:01:56.610685Z
82,77,414,85,1280365,24,2026-01-24T20:24:06.422030Z
449,92,450,80,1280365,23,2026-01-18T17:24:15.647958Z
237,65,242,49,1280365,23,2026-01-18T17:24:15.640789Z
136,69,661,90,1280365,21,2026-01-05T10:39:55.741778Z
295,48,256,56,1280365,20,2025-12-30T21:45:33.664377Z
5,63,8,64,1280365,19,2025-12-30T12:51:18.586455Z
661,90,136,70,1280365,18,2025-12-26T07:19:06.800820Z
450,80,449,91,1280365,18,2025-12-22T11:57:18.990794Z
661,86,136,70,1280365,17,2025-12-18T08:51:03.487506Z
47,71,235,103,1280365,17,2025-12-18T08:51:03.487178Z
741,45,661,86,1280365,17,2025-12-18T00:22:17.897541Z
235,103,82,75,1280365,17,2025-12-18T00:22:17.897025Z
72,49,295,46,1280365,17,2025-12-18T00:22:17.896449Z
417,65,329,55,1280365,17,2025-12-18T00:19:38.638548Z
295,46,408,56,1280365,17,2025-12-18T00:19:38.638170Z
661,86,252,42,1280365,17,2025-12-15T22:26:44.877317Z
329,55,488,68,1280365,17,2025-12-15T22:26:44.877073Z
82,75,242,51,1280365,17,2025-12-15T22:26:44.876834Z
638,38,694,42,1280365,17,2025-12-15T22:26:44.876595Z
408,56,317,45,1280365,17,2025-12-15T22:26:44.876304Z
106,49,256,57,1280365,17,2025-12-15T22:26:44.876058Z
685,44,226,53,1280365,17,2025-12-15T22:26:44.875816Z
74,45,8,64,1280365,17,2025-12-15T22:26:44.875556Z
101,45,1,57,1280365,17,2025-12-15T22:26:44.875145Z
242,51,299,65,1280365,16,2025-12-08T03:16:02.094481Z
136,69,283,78,1280365,16,2025-12-07T17:43:48.993819Z
414,85,160,61,1280365,16,2025-12-07T17:43:48.993358Z
694,42,684,49,1280365,16,2025-12-07T17:43:48.992776Z
226,52,72,48,1280365,16,2025-12-07T17:43:48.987435Z
8,64,5,61,1280365,15,2025-12-06T10:06:30.295724Z
684,49,475,49,1280365,14,2025-11-30T15:35:41.027168Z
488,66,515,73,1280365,13,2025-11-28T01:53:17.324272Z
515,73,267,66,1280365,13,2025-11-23T12:29:14.269015Z
160,60,237,67,1280365,12,2025-11-19T22:51:56.517260Z
237,67,384,76,1280365,11,2025-11-05T12:43:59.036541Z
16,101,237,67,1280365,10,2025-11-01T07:06:35.256995Z
475,49,8,61,1280365,10,2025-11-01T07:06:35.256673Z
252,42,100,46,1280365,10,2025-11-01T06:58:47.139149Z
317,45,373,60,1280365,10,2025-11-01T06:58:47.138650Z
373,60,476,51,1280365,10,2025-10-31T09:53:04.492041Z
476,51,317,45,1280365,10,2025-10-31T09:48:04.910530Z
267,65,82,78,1280365,10,2025-10-30T20:41:05.730496Z
317,45,348,41,1280365,10,2025-10-30T19:54:16.742941Z
100,46,714,73,1280365,10,2025-10-29T10:27:11.201338Z
283,77,624,77,1280365,10,2025-10-29T10:27:11.201076Z
449,89,427,55,1280365,10,2025-10-29T10:27:11.200830Z
237,67,26,55,1280365,10,2025-10-29T10:27:11.200556Z
8,61,225,54,1280365,10,2025-10-29T10:27:11.200203Z
348,41,191,40,1280365,10,2025-10-29T10:27:11.199854Z
