event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,59,59,3111857,3113377,3111856,35,0,1000,0,0,3
2,47,106,6465899,6466856,4274377,65,0,1000,0,0,1
3,60,166,1693658,1693882,2276341,15,33,1001,1,0,13
4,65,231,5482784,5483025,2518121,50,16,1001,2,0,7
5,57,288,962971,963479,1405364,10,16,1003,0,0,3
6,87,375,78123,78158,308604,1,16,1003,0,0,2
7,75,450,2305715,2305778,257480,20,3,1002,3,0,7
8,74,524,1376439,1376678,187990,15,13,1007,1,0,6
9,39,563,8476092,8477237,336708,70,13,1007,0,0,5
10,85,644,860849,860969,252752,10,0,1010,3,4,6
11,41,685,4518598,4519405,252777,40,0,1015,0,0,13
12,48,733,2725384,2726030,202401,25,10,1015,1,0,9
13,41,774,3588556,3588988,229207,30,8,1014,1,0,2
14,82,856,800718,800829,130524,10,44,1014,2,0,7
15,63,919,1792084,1792468,88633,15,18,1018,1,0,4
16,102,1021,42868,42877,22782,1,18,1023,0,0,9
17,83,1104,2329683,2330054,22014,20,3,1027,0,0,11
18,47,1151,4996713,4997027,22606,40,13,1030,1,0,16
19,44,1195,4694237,4694579,19149,40,4,1031,2,0,0
20,57,1252,1739528,1739754,15051,15,8,1025,2,0,8
21,70,1322,523881,523979,7004,5,21,1025,1,0,11
22,33,1355,10041648,10042161,11671,80,28,1025,1,0,34
23,42,1397,6907487,6908219,11550,55,28,1030,0,0,14
24,79,1476,335798,335987,5319,5,2,1029,2,0,17
25,61,1537,5863018,5863396,9407,50,0,1032,1,0,14
26,82,1619,564341,564499,4683,5,0,1033,0,0,5
27,54,1673,2509131,2509671,3253,20,0,1035,0,0,15
28,88,1761,220231,220370,1575,5,2,1038,1,0,2
29,72,1833,2060932,2061142,1017,20,0,1043,1,0,6
30,67,1900,282582,282743,583,5,1,1047,1,0,18
31,64,1964,895102,895474,465,10,1,1048,1,0,0
32,58,2022,2553534,2557189,519,20,21,1035,0,0,11
33,134,2156,42342,43594,172,1,37,1032,1,0,0
34,65,2221,506629,507370,135,5,37,1032,0,0,8
35,50,2271,6935835,6936111,200,55,17,1034,1,0,14
36,73,2344,5107359,5107410,346,40,3,1030,4,0,13
37,16,2360,9470133,9471021,589,75,0,1033,1,0,20
