name,time,event
3xc,2025-09-24T04:58:16.291391Z,6
freehit,2025-12-11T17:20:07.696316Z,16
wildcard,2025-12-15T22:51:49.159856Z,17
bboost,2025-12-28T10:21:41.770359Z,19
3xc,2026-02-08T12:30:42.062393Z,26
wildcard,2026-04-10T14:54:18.412393Z,32
bboost,2026-04-13T07:31:07.479131Z,33
freehit,2026-04-20T16:04:28.982635Z,34
