h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
a,2.22215,1.75411,2.22215,1.75411,"{'att': 249, 'def': 25}","{'att': 330, 'def': 21}",9,13,1,2,1.7201,l,2023-08-20 18:45:00,0,0,1,0,0.46804
h,0.937895,0.69511,0.937895,0.69511,"{'att': 170, 'def': 22}","{'att': 369, 'def': 14}",11,3,0,1,1.5094,l,2023-08-27 18:45:00,0,0,1,0,0.24278500000000003
a,1.04826,1.04344,1.04826,1.04344,"{'att': 368, 'def': 15}","{'att': 251, 'def': 25}",3,10,2,1,1.4016,w,2023-09-02 18:45:00,1,0,0,3,0.0048200000000000465
a,0.704843,2.6734,0.704843,2.6734,"{'att': 203, 'def': 22}","{'att': 331, 'def': 13}",14,12,1,3,0.2125,l,2023-09-16 13:00:00,0,0,1,0,-1.9685570000000001
h,1.02354,1.80956,0.262245,1.80956,"{'att': 338, 'def': 24}","{'att': 254, 'def': 12}",10,6,1,1,0.6851,d,2023-09-23 18:45:00,0,1,0,1,-1.547315
h,0.773684,0.213455,0.773684,0.213455,"{'att': 346, 'def': 26}","{'att': 314, 'def': 20}",9,0,2,0,1.9042,w,2023-09-27 18:45:00,1,0,0,3,0.5602290000000001
a,0.502537,2.69178,0.502537,2.69178,"{'att': 287, 'def': 19}","{'att': 289, 'def': 34}",0,5,0,2,0.12329999999999999,l,2023-09-30 16:00:00,0,0,1,0,-2.1892430000000003
h,1.65045,1.0016,1.65045,1.0016,"{'att': 387, 'def': 27}","{'att': 286, 'def': 15}",3,2,3,2,1.9108,w,2023-10-08 13:00:00,1,0,0,3,0.6488499999999999
a,2.93562,0.319165,2.93562,0.319165,"{'att': 328, 'def': 23}","{'att': 344, 'def': 19}",10,0,2,0,2.8606999999999996,w,2023-10-21 18:45:00,1,0,0,3,2.616455
h,2.36178,0.389451,1.60048,0.389451,"{'att': 315, 'def': 19}","{'att': 307, 'def': 28}",5,5,1,0,2.7439,w,2023-10-30 19:45:00,1,0,0,3,1.211029
a,0.462021,0.698258,0.462021,0.698258,"{'att': 386, 'def': 31}","{'att': 306, 'def': 19}",4,4,0,1,1.0145,l,2023-11-03 19:45:00,0,0,1,0,-0.23623700000000003
h,0.398131,0.320262,0.398131,0.320262,"{'att': 337, 'def': 17}","{'att': 318, 'def': 28}",5,6,0,0,1.3207,d,2023-11-12 17:00:00,0,1,0,1,0.07786900000000002
a,1.83536,1.40102,1.07406,1.40102,"{'att': 156, 'def': 35}","{'att': 300, 'def': 15}",5,4,1,2,1.7346000000000001,l,2023-11-25 14:00:00,0,0,1,0,-0.3269599999999999
h,2.50417,0.613719,2.50417,0.613719,"{'att': 229, 'def': 24}","{'att': 378, 'def': 21}",6,2,1,0,2.702,w,2023-12-02 17:00:00,1,0,0,3,1.8904509999999997
a,1.01398,0.792676,1.01398,0.792676,"{'att': 119, 'def': 13}","{'att': 400, 'def': 25}",7,0,1,1,1.4741,d,2023-12-09 14:00:00,0,1,0,1,0.22130400000000006
h,1.63799,1.69409,1.63799,1.69409,"{'att': 386, 'def': 25}","{'att': 253, 'def': 20}",6,9,0,2,1.3359999999999999,l,2023-12-17 19:45:00,0,0,1,0,-0.05610000000000004
a,1.95383,0.659249,1.95383,0.659249,"{'att': 242, 'def': 26}","{'att': 209, 'def': 17}",13,8,2,0,2.406,w,2023-12-22 17:30:00,1,0,0,3,1.294581
