event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,70,70,958151,976960,958151,15,0,1000,0,0,3
2,48,118,6140282,6160003,1982826,60,0,1001,0,0,7
3,51,169,4229326,4244385,1859724,40,0,1003,0,0,5
4,75,244,2313259,2318544,1240414,20,30,1003,2,0,7
5,51,295,2385748,2406013,946383,25,30,1007,0,0,4
6,70,365,1079358,1095189,555915,10,1,1007,0,0,6
7,90,455,202372,205019,182029,5,1,1013,0,0,0
8,66,521,3091355,3108218,216114,30,1,1022,0,0,20
9,63,584,1219093,1227669,101314,10,1,1021,0,0,6
10,91,675,285499,286562,39729,5,9,1021,3,0,8
11,29,704,10663944,10668295,86529,90,44,1025,2,0,15
12,58,762,855281,859678,37699,10,31,1026,1,0,2
13,56,818,680979,682765,18841,10,11,1022,2,0,3
14,74,888,2241033,2246258,21498,20,10,1020,2,4,3
15,74,962,485919,487892,6727,5,18,1025,1,0,4
16,73,1035,2476080,2478893,9667,20,8,1033,2,0,5
17,83,1118,2417468,2425416,9583,20,1,1035,1,0,13
18,42,1160,7450563,7452257,13921,60,20,1031,4,0,16
19,40,1200,6561034,6576312,14718,55,4,1032,1,0,8
20,72,1272,172602,174778,4755,5,4,1029,0,0,5
21,59,1331,2810029,2817247,4248,25,14,1030,2,0,16
22,45,1376,3725982,3745917,3544,30,14,1030,0,0,12
23,33,1409,10710574,10729270,5859,85,14,1029,0,0,13
24,80,1489,285336,286472,2556,5,4,1022,3,0,7
25,68,1557,2950414,2971697,3136,25,4,1028,0,0,10
26,88,1645,214483,216344,1050,5,4,1032,0,0,6
27,56,1701,1975839,1989142,631,20,4,1031,0,0,27
28,85,1786,401787,403487,362,5,5,1028,3,0,1
29,62,1848,4167023,4183608,419,35,5,1031,0,0,2
30,64,1912,451442,459625,288,5,5,1035,0,0,17
31,75,1987,83137,83637,140,1,3,1036,1,0,0
32,57,2044,2878886,2904111,159,25,6,1027,0,0,17
33,134,2178,64099,64297,39,1,31,1026,3,0,0
34,59,2237,1051813,1071808,46,10,31,1026,0,0,6
35,56,2293,4156291,4189150,43,35,31,1028,0,0,16
36,84,2377,2382193,2385591,41,20,3,1029,3,0,7
37,23,2400,6428984,6457437,59,50,3,1031,0,0,13
