event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,84,84,98321,99168,98321,5,0,1000,0,0,6
2,46,130,6780851,6786460,654705,65,0,1001,0,0,7
3,51,181,4473361,4477251,772668,40,3,1005,2,0,7
4,68,249,4192423,4196985,901815,40,3,1007,0,0,11
5,46,295,4245335,4252774,946383,40,14,1006,0,0,16
6,77,372,421921,423008,371585,5,14,1012,0,0,12
7,85,457,513600,515620,159729,5,14,1015,0,0,8
8,80,537,671100,671920,79097,10,14,1019,2,0,14
9,54,591,3264898,3268095,64279,30,14,1024,0,0,5
10,72,663,4044716,4048557,85121,35,7,1026,1,0,17
11,44,707,3220461,3226052,71566,30,7,1030,0,0,11
12,42,749,4825750,4826757,83759,40,27,1034,3,0,10
13,30,779,8249588,8252373,177536,70,23,1034,1,0,4
14,67,846,4305634,4308276,201680,35,20,1033,2,0,5
15,59,905,2748348,2750319,167096,25,12,1033,2,0,6
16,88,993,439850,440333,96171,5,12,1030,0,0,18
17,85,1078,2079110,2080035,85600,20,17,1025,3,0,11
18,58,1136,1497556,1499029,50643,15,15,1027,2,0,0
19,60,1196,539124,539493,18132,5,20,1023,1,0,7
20,60,1256,1216711,1217946,12175,10,15,1026,2,0,4
21,48,1304,6444874,6450698,19190,55,15,1026,0,0,5
22,44,1348,4146649,4151859,16855,35,15,1028,0,0,18
23,51,1399,3375288,3377588,10337,30,4,1033,1,0,20
24,76,1475,570105,571355,5590,5,19,1034,1,0,10
25,68,1543,3162333,3166418,6736,25,16,1040,1,0,10
26,94,1637,83674,83793,1702,1,11,1043,2,0,0
27,52,1689,3140338,3145254,1314,25,11,1045,0,0,9
28,64,1753,3688185,3690322,2517,30,5,1045,1,0,3
29,74,1827,1735876,1736781,1443,15,8,1042,2,0,20
30,60,1887,1022948,1023981,1282,10,27,1043,2,0,18
31,56,1943,2314594,2317022,1587,20,36,1041,1,0,0
32,43,1986,7738515,7743429,3683,60,36,1044,0,0,7
33,97,2083,1226588,1229186,8166,10,20,1037,0,0,2
34,56,2139,1463292,1467580,9390,15,20,1040,0,0,4
35,64,2203,1709116,1713340,6630,15,20,1044,0,0,17
36,107,2310,74291,74503,2067,1,72,1046,1,0,20
37,48,2358,752923,754264,659,10,72,1048,0,0,15
