event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,74,74,544391,544859,544391,10,0,1000,0,0,19
2,46,120,6780851,6781973,1688590,65,0,1002,0,0,14
3,67,187,610517,610618,439255,10,14,1009,1,0,15
4,83,270,714713,715129,167141,10,14,1013,0,0,8
5,67,337,145076,145157,32054,5,29,1018,1,0,20
6,85,422,123806,123946,5585,5,1,1019,2,0,6
7,77,499,1763930,1764440,4934,15,2,1021,1,0,9
8,106,605,6873,6882,139,1,5,1028,1,0,0
9,39,644,8737327,8738103,691,75,1,1029,1,0,7
10,87,731,523605,523779,386,5,15,1035,0,0,6
11,38,769,6013927,6014907,493,50,15,1042,0,0,9
12,44,813,3974765,3975489,706,35,22,1047,1,0,6
13,51,864,1231701,1231879,486,10,28,1042,2,0,3
14,75,939,1957548,1957946,466,20,31,1044,1,0,3
15,73,1012,553676,553804,134,5,5,1051,1,0,10
16,74,1086,2275279,2275556,234,20,10,1051,3,0,10
17,80,1166,3120819,3121298,318,25,17,1056,1,0,10
18,48,1214,4624993,4625619,335,40,10,1060,2,0,12
19,46,1256,3867531,3867647,342,35,0,1060,3,4,2
20,61,1317,964977,965318,215,10,0,1059,0,0,2
21,44,1361,8149643,8150017,576,65,3,1056,1,0,9
22,54,1415,1353707,1353823,275,15,21,1056,2,0,8
23,37,1452,9508475,9509094,378,75,15,1057,1,0,15
24,74,1526,802536,802938,213,10,3,1056,1,0,13
25,63,1589,4806831,4807460,418,40,3,1061,0,0,4
26,59,1648,6209100,6209689,893,50,3,1066,0,0,5
27,34,1682,11559430,11559475,2045,90,29,1066,3,0,7
28,75,1753,1481953,1482397,2608,15,11,1065,2,4,0
29,72,1825,2060932,2061181,1664,20,33,1062,1,0,2
30,59,1884,1055690,1056574,1501,10,33,1065,0,0,8
31,74,1954,114366,114422,877,1,12,1062,3,4,2
32,76,2030,185852,185977,344,5,12,1064,0,0,9
33,103,2133,850640,851191,732,10,12,1063,0,0,29
34,42,2175,4430853,4431029,1892,35,1,1062,2,0,11
35,57,2232,3783510,3784912,1741,30,7,1057,0,0,7
36,94,2326,725339,725599,959,10,32,1064,1,0,0
37,36,2362,2477701,2478080,540,20,32,1065,0,0,14
