element_in,element_in_cost,element_out,element_out_cost,entry,event,time
417,66,82,81,18883,36,2026-05-09T09:02:53.111505Z
5,72,347,38,18883,35,2026-05-01T16:39:08.422098Z
683,41,541,38,18883,34,2026-04-24T15:25:49.949465Z
329,60,299,62,18883,34,2026-04-24T15:24:48.629391Z
730,53,691,56,18883,34,2026-04-24T14:56:18.573160Z
596,72,430,144,18883,34,2026-04-24T14:56:18.572962Z
624,77,249,76,18883,34,2026-04-24T14:56:18.572758Z
381,140,783,55,18883,34,2026-04-24T14:56:18.572563Z
21,72,235,105,18883,34,2026-04-24T14:56:18.572367Z
382,83,84,54,18883,34,2026-04-24T14:56:18.572167Z
299,62,82,82,18883,34,2026-04-24T14:56:18.571959Z
541,38,411,50,18883,34,2026-04-24T14:56:18.571752Z
570,42,347,38,18883,34,2026-04-24T14:56:18.571521Z
5,71,151,45,18883,34,2026-04-24T14:56:18.571297Z
373,62,77,42,18883,34,2026-04-24T14:56:18.571051Z
568,51,72,50,18883,34,2026-04-24T14:56:18.570842Z
679,42,341,39,18883,34,2026-04-24T14:56:18.570618Z
670,48,139,44,18883,34,2026-04-24T14:56:18.570354Z
691,56,624,76,18883,33,2026-04-17T21:45:43.103442Z
624,76,691,56,18883,32,2026-04-10T17:22:57.635370Z
783,55,157,61,18883,32,2026-04-10T17:22:57.635109Z
77,42,5,68,18883,32,2026-04-10T17:22:57.634801Z
249,78,136,69,18883,32,2026-04-10T14:17:39.712850Z
691,56,661,91,18883,32,2026-04-10T14:17:39.712653Z
82,82,517,55,18883,32,2026-04-10T14:17:39.712438Z
157,61,485,73,18883,32,2026-04-10T14:17:39.712204Z
84,54,329,60,18883,32,2026-04-10T14:17:39.712013Z
235,106,299,62,18883,32,2026-04-10T14:17:39.711815Z
347,38,291,56,18883,32,2026-04-10T14:17:39.711601Z
341,39,101,46,18883,32,2026-04-10T14:17:39.711257Z
411,50,317,46,18883,32,2026-04-09T22:02:39.592943Z
151,44,106,49,18883,32,2026-03-20T22:32:03.368198Z
485,73,267,63,18883,31,2026-03-20T17:46:54.089843Z
329,60,21,73,18883,31,2026-03-20T17:46:54.083040Z
661,89,100,46,18883,28,2026-02-27T15:29:48.664806Z
72,49,8,63,18883,28,2026-02-27T15:29:48.659227Z
267,63,387,67,18883,26,2026-02-10T15:09:00.702857Z
21,75,16,99,18883,25,2026-02-06T13:30:31.452890Z
299,62,84,54,18883,24,2026-01-31T12:03:33.400710Z
317,46,684,50,18883,24,2026-01-31T12:03:33.393404Z
449,95,414,85,18883,24,2026-01-28T11:29:50.337824Z
84,55,450,80,18883,22,2026-01-16T22:48:34.084804Z
8,63,295,47,18883,22,2026-01-16T22:48:34.077557Z
100,46,661,89,18883,20,2026-01-02T20:55:41.587811Z
414,90,457,55,18883,20,2026-01-02T20:55:41.587258Z
5,64,373,59,18883,20,2026-01-02T20:55:41.580973Z
457,55,612,59,18883,18,2025-12-26T14:41:52.902611Z
106,49,440,44,18883,18,2025-12-26T14:41:52.902351Z
295,47,257,51,18883,18,2025-12-26T14:41:52.902029Z
661,88,714,73,18883,18,2025-12-22T18:26:00.019323Z
450,80,449,92,18883,18,2025-12-22T18:26:00.019084Z
612,59,119,81,18883,18,2025-12-22T18:26:00.018841Z
373,59,725,55,18883,18,2025-12-22T18:26:00.018590Z
291,55,317,45,18883,18,2025-12-22T18:26:00.018300Z
440,44,191,39,18883,18,2025-12-22T18:26:00.018042Z
139,44,470,40,18883,18,2025-12-22T18:26:00.017731Z
311,50,136,69,18883,17,2025-12-19T20:44:00.901275Z
84,56,160,61,18883,17,2025-12-19T20:44:00.900981Z
725,55,263,38,18883,17,2025-12-19T20:44:00.900652Z
1,60,67,45,18883,17,2025-12-19T20:44:00.900334Z
691,56,714,74,18883,17,2025-12-16T11:15:50.623430Z
414,88,517,54,18883,17,2025-12-16T11:15:50.623164Z
82,75,387,67,18883,17,2025-12-16T11:15:50.622911Z
160,62,119,82,18883,17,2025-12-16T11:15:50.622667Z
263,38,725,55,18883,17,2025-12-16T11:15:50.622410Z
348,41,684,49,18883,17,2025-12-16T11:15:50.622106Z
411,53,317,45,18883,17,2025-12-16T11:15:50.621848Z
72,49,257,51,18883,17,2025-12-16T11:15:50.621595Z
106,49,191,39,18883,17,2025-12-16T11:15:50.621266Z
67,45,101,45,18883,17,2025-12-16T11:15:50.620924Z
119,83,299,64,18883,16,2025-12-13T09:31:50.257344Z
387,67,82,74,18883,16,2025-12-13T09:31:50.256724Z
725,55,8,63,18883,16,2025-12-13T09:31:50.248835Z
714,74,283,78,18883,15,2025-12-05T17:35:55.647021Z
684,49,72,48,18883,14,2025-12-02T15:26:02.522322Z
101,45,220,48,18883,13,2025-11-29T10:02:17.408094Z
136,66,691,55,18883,13,2025-11-29T10:00:34.059188Z
257,50,5,63,18883,12,2025-11-22T01:40:34.058020Z
8,61,568,55,18883,10,2025-11-01T10:55:51.747247Z
691,55,666,90,18883,9,2025-10-24T14:31:55.864764Z
16,100,48,59,18883,9,2025-10-24T14:31:55.856793Z
5,62,569,50,18883,7,2025-10-03T15:08:47.611015Z
430,143,97,70,18883,6,2025-09-26T21:40:23.614559Z
299,65,381,145,18883,6,2025-09-26T21:40:23.607281Z
72,46,506,55,18883,5,2025-09-19T21:35:33.111706Z
666,90,654,65,18883,3,2025-08-29T22:22:00.449972Z
82,72,235,105,18883,3,2025-08-29T22:22:00.443404Z
