season_name,total_points,rank
2013/14,2021,957593
2014/15,1851,835006
2015/16,1663,2352912
2017/18,2011,1088479
2018/19,2130,622680
2019/20,2213,243655
2020/21,2386,110714
2021/22,2475,144709
2022/23,2605,10320
2023/24,2542,27014
2024/25,2512,99015
