event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,56,56,3932979,4184314,3932974,45,0,1000,0,0,5
2,61,117,2290696,2364974,2139896,25,0,1000,0,0,5
3,52,169,4021860,4090174,1884806,40,31,1000,1,0,10
4,71,240,3374882,3438376,1568798,30,26,1001,1,0,12
5,33,273,9641760,9756766,2750980,85,26,1004,0,0,12
6,57,330,3590222,3620482,2393002,35,34,1002,2,0,10
7,77,407,1763930,1807845,1787359,15,18,1000,1,0,5
8,70,477,2227894,2257758,1521143,20,8,1004,2,0,15
9,43,520,6841854,6981807,1758319,60,8,1007,0,0,8
10,89,609,393298,408228,1060558,5,4,1006,1,0,7
11,53,662,894235,950406,683330,10,4,1009,0,0,7
12,63,725,454050,456492,296571,5,11,1009,3,0,9
13,64,789,225276,240105,109591,5,0,1005,0,0,19
14,78,867,1256467,1321767,71939,15,0,1009,0,0,0
15,71,938,727419,737260,31535,10,4,1014,2,0,17
16,80,1018,1218261,1226936,27357,10,0,1025,2,0,5
17,94,1112,731057,749584,13709,10,0,1031,0,0,8
18,58,1170,1497556,1519309,7388,15,11,1026,2,0,4
19,33,1203,9634550,9808081,11992,80,11,1026,0,0,6
20,52,1255,2921160,2945485,12670,25,12,1025,2,0,11
21,59,1314,2578775,2695258,11009,25,12,1024,0,0,9
22,38,1352,7608353,7658962,13701,60,19,1021,2,0,10
23,42,1394,7241567,7303930,13585,60,9,1019,1,0,11
24,66,1460,2287588,2382822,12810,20,9,1021,0,0,3
25,74,1534,1495343,1517090,11026,15,0,1023,2,0,16
26,69,1603,2861352,2973897,10926,25,0,1026,0,0,33
27,68,1671,356155,382221,3632,5,0,1027,0,0,14
28,98,1769,21294,22069,974,1,5,1026,3,0,6
29,73,1842,1768609,1839501,611,15,5,1030,0,0,2
30,55,1897,1871223,1973950,694,15,5,1034,0,0,18
31,68,1965,439864,451734,442,5,5,1036,2,0,2
32,58,2023,2553534,2732891,499,20,4,1026,0,0,13
33,132,2155,76782,78344,184,1,61,1018,2,0,0
34,54,2209,1751042,1824278,273,15,61,1018,0,0,3
35,56,2265,4466122,4504047,285,35,22,1019,1,0,16
36,72,2337,5357073,5368722,512,45,7,1021,3,0,17
37,21,2354,7545478,7563236,834,60,0,1023,2,4,13
