element_in,element_in_cost,element_out,element_out_cost,entry,event,time
178,63,624,78,8707384,35,2026-05-01T08:32:55.572205Z
6,61,343,43,8707384,35,2026-05-01T08:32:55.571869Z
470,40,253,51,8707384,35,2026-05-01T08:32:55.571525Z
624,78,136,74,8707384,35,2026-05-01T08:31:25.265826Z
343,43,6,60,8707384,35,2026-05-01T08:31:25.265521Z
253,51,470,40,8707384,35,2026-05-01T08:31:25.265245Z
136,74,624,78,8707384,35,2026-05-01T08:22:26.141888Z
783,55,84,54,8707384,35,2026-05-01T08:22:26.141595Z
624,78,249,75,8707384,35,2026-05-01T08:05:05.890864Z
242,52,783,55,8707384,35,2026-05-01T08:05:05.890599Z
84,54,329,59,8707384,35,2026-05-01T08:05:05.890379Z
417,65,82,82,8707384,35,2026-05-01T08:05:05.890163Z
515,76,47,75,8707384,35,2026-05-01T08:05:05.889938Z
257,51,343,43,8707384,35,2026-05-01T08:05:05.889672Z
256,58,151,45,8707384,35,2026-05-01T08:05:05.889443Z
1,60,139,44,8707384,35,2026-05-01T08:05:05.889153Z
381,140,515,75,8707384,34,2026-04-24T13:39:46.743146Z
329,60,21,72,8707384,34,2026-04-24T13:39:46.742846Z
749,43,691,57,8707384,34,2026-04-24T13:33:25.747283Z
624,77,430,145,8707384,34,2026-04-24T13:33:25.747038Z
64,87,249,76,8707384,34,2026-04-24T13:33:25.746845Z
717,65,783,55,8707384,34,2026-04-24T13:33:25.746648Z
21,72,329,59,8707384,34,2026-04-24T13:33:25.746452Z
515,75,82,82,8707384,34,2026-04-24T13:33:25.746240Z
447,37,411,50,8707384,34,2026-04-24T13:33:25.745996Z
694,46,343,43,8707384,34,2026-04-24T13:33:25.745779Z
373,62,151,45,8707384,34,2026-04-24T13:33:25.745583Z
568,51,6,60,8707384,34,2026-04-24T13:33:25.745374Z
567,39,470,40,8707384,34,2026-04-24T13:33:25.745116Z
1,60,139,44,8707384,34,2026-04-24T13:33:25.744863Z
430,145,136,71,8707384,33,2026-04-17T11:48:14.339921Z
343,43,684,51,8707384,33,2026-04-17T11:48:14.334618Z
783,55,485,73,8707384,32,2026-04-10T16:18:02.575454Z
411,50,373,61,8707384,32,2026-04-10T16:18:02.570419Z
249,78,430,142,8707384,31,2026-03-20T11:23:59.920780Z
485,73,267,63,8707384,31,2026-03-20T11:23:59.920426Z
684,51,260,49,8707384,31,2026-03-20T11:23:59.914726Z
82,82,21,74,8707384,29,2026-03-03T12:50:35.366031Z
329,59,237,67,8707384,28,2026-02-26T21:34:59.076731Z
373,60,226,57,8707384,28,2026-02-26T21:34:59.069918Z
136,70,624,77,8707384,26,2026-02-10T14:14:34.792861Z
267,63,329,56,8707384,26,2026-02-10T14:14:34.785990Z
237,67,485,73,8707384,24,2026-01-31T10:36:26.368402Z
21,74,414,82,8707384,24,2026-01-31T10:36:26.368009Z
449,95,120,70,8707384,24,2026-01-31T10:36:26.367521Z
226,57,684,50,8707384,24,2026-01-31T10:36:26.362417Z
47,77,450,80,8707384,22,2026-01-17T09:39:43.714090Z
624,77,661,88,8707384,21,2026-01-06T15:23:44.879424Z
691,59,136,68,8707384,20,2026-01-02T20:08:52.367076Z
5,64,411,52,8707384,20,2026-01-02T20:08:52.362668Z
120,70,242,49,8707384,19,2025-12-30T14:32:04.878082Z
485,73,449,90,8707384,19,2025-12-27T00:46:57.216029Z
661,87,714,73,8707384,17,2025-12-20T10:35:30.367491Z
450,79,119,82,8707384,16,2025-12-13T10:46:24.055717Z
329,52,82,73,8707384,16,2025-12-08T22:47:04.541650Z
714,74,283,79,8707384,15,2025-12-05T20:58:57.843125Z
151,44,683,41,8707384,14,2025-12-01T17:07:23.683048Z
242,49,384,75,8707384,14,2025-12-01T17:06:23.388481Z
449,89,83,60,8707384,14,2025-12-01T17:06:23.388183Z
139,44,253,50,8707384,14,2025-12-01T17:06:23.387827Z
684,49,191,39,8707384,14,2025-12-01T17:05:05.205044Z
253,50,1,59,8707384,14,2025-12-01T17:05:05.204632Z
136,67,178,66,8707384,14,2025-12-01T06:29:11.116649Z
178,66,499,104,8707384,14,2025-11-30T08:54:49.771250Z
83,60,593,48,8707384,14,2025-11-30T08:54:49.770802Z
414,80,299,65,8707384,14,2025-11-30T08:54:49.770558Z
384,75,160,61,8707384,14,2025-11-30T08:54:49.770291Z
683,41,568,54,8707384,14,2025-11-30T08:54:49.770023Z
411,51,257,50,8707384,14,2025-11-30T08:54:49.769629Z
1,59,220,48,8707384,14,2025-11-30T08:54:49.769281Z
32,50,220,48,8707384,13,2025-11-29T08:28:42.094958Z
411,51,257,50,8707384,13,2025-11-29T08:28:42.094714Z
37,45,260,49,8707384,13,2025-11-29T08:28:42.094458Z
106,49,6,60,8707384,13,2025-11-29T08:28:42.094169Z
13,38,568,54,8707384,13,2025-11-29T08:28:42.093844Z
414,80,593,48,8707384,13,2025-11-29T08:28:42.093579Z
384,75,299,65,8707384,13,2025-11-29T08:28:42.093282Z
47,69,119,83,8707384,13,2025-11-29T08:28:42.092966Z
83,60,160,61,8707384,13,2025-11-29T08:28:42.092608Z
381,142,82,75,8707384,13,2025-11-29T08:28:42.092168Z
252,42,499,104,8707384,13,2025-11-29T08:28:42.091829Z
136,66,283,79,8707384,13,2025-11-29T08:28:42.091498Z
160,60,427,55,8707384,12,2025-11-21T15:43:05.813224Z
6,60,5,63,8707384,12,2025-11-21T15:43:05.804627Z
283,77,249,75,8707384,10,2025-10-28T16:07:39.284415Z
299,65,717,68,8707384,10,2025-10-28T16:07:39.283852Z
257,50,38,44,8707384,10,2025-10-28T16:07:39.278164Z
260,48,505,54,8707384,7,2025-10-03T08:57:18.337922Z
119,81,47,69,8707384,6,2025-09-27T07:30:02.780239Z
499,105,597,67,8707384,5,2025-09-19T23:04:06.499771Z
717,70,267,65,8707384,5,2025-09-19T23:04:06.493239Z
597,67,596,73,8707384,3,2025-08-29T14:57:49.027373Z
267,65,235,105,8707384,3,2025-08-29T14:57:49.019846Z
82,71,413,85,8707384,2,2025-08-19T13:47:43.707229Z
