event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench
1,63,63,2149481,2221673,2149481,25,5,1000,0,0,9
2,46,109,6780851,6821029,3634170,65,5,1001,0,0,9
3,52,161,3867310,3901669,2983838,35,5,1003,0,0,3
4,92,253,166383,166970,696784,5,5,1004,3,0,4
5,57,310,1061319,1075107,362534,10,2,1010,1,0,17
6,62,372,2452679,2465741,382746,25,19,1014,1,0,4
7,64,436,5109112,5141492,550735,45,19,1018,0,0,4
8,72,508,1646545,1669656,436894,15,6,1017,0,0,26
9,39,547,8476092,8528024,689893,70,6,1025,0,0,13
10,92,639,196492,200566,311220,5,6,1032,0,0,0
11,52,691,1211674,1214006,181725,10,5,1034,3,0,7
12,48,739,2573621,2602292,145165,25,5,1039,0,0,2
13,74,813,43105,48562,25735,1,5,1039,0,0,5
14,83,896,701312,703014,12572,10,2,1040,3,0,3
15,74,970,485919,489769,3723,5,10,1043,1,0,20
16,86,1056,588456,590510,2267,5,8,1055,2,0,6
17,86,1142,1824909,1838860,1882,15,5,1062,1,0,7
18,45,1187,5897405,5920090,2369,50,1,1068,1,0,16
19,38,1225,7650971,7669629,2995,65,10,1063,2,0,14
20,64,1289,713450,718504,1593,10,2,1063,2,0,6
21,64,1353,1342103,1369409,981,15,2,1061,0,0,11
22,39,1392,7067167,7088875,1280,60,14,1060,2,0,26
23,39,1431,8711349,8725342,1548,70,1,1062,2,0,6
24,71,1502,1277254,1288088,1114,10,11,1065,1,0,3
25,63,1565,5066382,5090495,1928,40,12,1066,1,0,18
26,62,1627,5108974,5157814,2999,40,12,1067,0,0,5
27,38,1665,10162986,10175502,5292,80,13,1066,2,0,20
28,92,1757,87025,89632,1999,1,13,1069,0,0,2
29,57,1814,5768602,5777760,2940,45,11,1069,2,0,5
30,56,1870,1627681,1666380,3171,15,11,1074,0,0,13
31,65,1935,771671,780666,2445,10,14,1073,2,0,2
32,54,1989,3843822,3911039,3157,30,92,1047,0,0,9
33,132,2121,70583,72147,1342,1,92,1049,0,0,0
34,65,2186,506629,526502,1026,5,92,1049,0,0,3
35,51,2237,6178572,6247985,1322,50,92,1050,0,0,18
36,99,2336,359564,362073,548,5,49,1054,3,0,18
37,23,2359,6759588,6782834,628,55,13,1056,1,0,11
