id,minute,result,X,Y,xG,player,h_a,player_id,situation,season,shotType,match_id,h_team,a_team,h_goals,a_goals,date,player_assisted,lastAction
161874,67,MissedShots,0.9530000305175781,0.38799999237060545,0.08312900364398956,Charly Charrier,a,5966,OpenPlay,2017,RightFoot,8566,Paris Saint Germain,Amiens,2,0,2017-08-05 16:15:00,Harrison Manzala,Chipped
162024,31,ShotOnPost,0.905,0.6020000076293945,0.33327600359916687,Charly Charrier,h,5966,OpenPlay,2017,LeftFoot,8578,Amiens,Angers,0,2,2017-08-12 19:00:00,Gaël Kakuta,Pass
