name,time,event
bboost,2025-08-13T14:55:35.825949Z,1
3xc,2025-09-26T22:24:52.278499Z,6
wildcard,2025-10-05T22:32:30.806194Z,8
freehit,2025-12-01T00:59:45.024354Z,14
wildcard,2026-01-08T22:34:01.869971Z,22
freehit,2026-04-10T22:35:57.244253Z,33
3xc,2026-05-06T15:21:41.819349Z,36
